Title,User Rating,Letterboxd Rating,Rating Differential,Letterboxd Rating Count,Genres,Country of Origin,URL
The Little Mermaid,3.0,3.67,-0.67,408414,"['Family', 'Animation', 'Fantasy']",USA,https://letterboxd.com//film/the-little-mermaid/
Bloodsport,3.5,3.35,0.15,54393,"['Action', 'Thriller']",USA,https://letterboxd.com//film/bloodsport/
Evil Dead II,3.5,4.02,-0.52,273179,"['Horror', 'Comedy', 'Fantasy']",USA,https://letterboxd.com//film/evil-dead-ii/
Child's Play,4.0,3.31,0.69,209900,['Horror'],USA,https://letterboxd.com//film/childs-play/
Police Story,5.0,4.01,0.99,77917,"['Action', 'Thriller', 'Crime']",Hong Kong,https://letterboxd.com//film/police-story/
Cobra,3.5,2.97,0.53,41927,"['Action', 'Thriller', 'Crime']",USA,https://letterboxd.com//film/cobra-1986/
Clue,4.5,3.85,0.65,236453,"['Mystery', 'Crime', 'Thriller', 'Comedy']",USA,https://letterboxd.com//film/clue/
Top Gun,3.0,3.36,-0.36,596486,"['Drama', 'Adventure', 'Action']",USA,https://letterboxd.com//film/top-gun/
The Running Man,3.5,3.24,0.26,71460,"['Action', 'Thriller', 'Science Fiction', 'Crime']",USA,https://letterboxd.com//film/the-running-man/
Tango & Cash,4.0,3.15,0.85,35918,"['Thriller', 'Comedy', 'Action', 'Drama']",USA,https://letterboxd.com//film/tango-cash/
Project A: Part II,4.0,3.49,0.51,6295,"['Comedy', 'Action']",Hong Kong,https://letterboxd.com//film/project-a-part-ii/
The Fly,4.0,3.98,0.02,285734,"['Science Fiction', 'Horror']",Canada,https://letterboxd.com//film/the-fly-1986/
Child's Play 2,3.0,3.2,-0.2,92968,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/childs-play-2/
Police Story 2,4.0,3.55,0.45,27848,"['Crime', 'Action', 'Thriller']",Hong Kong,https://letterboxd.com//film/police-story-2/
Presumed Innocent,4.0,3.46,0.54,18394,"['Mystery', 'Thriller', 'Crime']",USA,https://letterboxd.com//film/presumed-innocent/
Home Alone,4.0,3.79,0.21,1110124,"['Family', 'Comedy']",USA,https://letterboxd.com//film/home-alone/
Into the Night,4.0,3.19,0.81,8831,"['Comedy', 'Thriller']",USA,https://letterboxd.com//film/into-the-night/
Midnight Run,4.0,3.81,0.19,68493,"['Crime', 'Comedy', 'Action']",USA,https://letterboxd.com//film/midnight-run/
The Terminator,4.5,3.89,0.61,515360,"['Thriller', 'Action', 'Science Fiction']",UK,https://letterboxd.com//film/the-terminator/
The Protector,2.5,2.89,-0.39,3607,"['Action', 'Crime', 'Thriller']",Hong Kong,https://letterboxd.com//film/the-protector/
Come and See,5.0,4.64,0.36,235320,"['War', 'Drama']",USSR,https://letterboxd.com//film/come-and-see/
Commando,4.0,3.38,0.62,77247,"['Adventure', 'Action', 'Thriller']",USA,https://letterboxd.com//film/commando/
"Paris, Texas",3.5,4.4,-0.9,279149,['Drama'],France,https://letterboxd.com//film/paris-texas/
Indiana Jones and the Temple of Doom,4.5,3.63,0.87,472370,"['Adventure', 'Action']",USA,https://letterboxd.com//film/indiana-jones-and-the-temple-of-doom/
Back to the Future,4.5,4.2,0.3,1293831,"['Comedy', 'Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/back-to-the-future/
Tremors,5.0,3.52,1.48,131226,"['Horror', 'Action', 'Comedy', 'Science Fiction']",USA,https://letterboxd.com//film/tremors/
Kickboxer,3.5,3.16,0.34,24935,"['Thriller', 'Action', 'Drama']",USA,https://letterboxd.com//film/kickboxer/
"Honey, I Shrunk the Kids",3.0,3.15,-0.15,109064,"['Family', 'Science Fiction', 'Adventure', 'Comedy']",USA,https://letterboxd.com//film/honey-i-shrunk-the-kids/
The Fly II,3.0,2.7,0.3,14109,"['Science Fiction', 'Horror']",Canada,https://letterboxd.com//film/the-fly-ii/
Project A,4.0,3.67,0.33,12825,"['Action', 'Comedy']",Hong Kong,https://letterboxd.com//film/project-a/
Ghost,3.5,3.48,0.02,148382,"['Mystery', 'Fantasy', 'Drama', 'Romance', 'Thriller']",USA,https://letterboxd.com//film/ghost/
Jaws 3-D,2.0,1.76,0.24,35383,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/jaws-3-d/
Sudden Impact,3.5,3.28,0.22,19832,"['Thriller', 'Action', 'Crime']",USA,https://letterboxd.com//film/sudden-impact/
Indiana Jones and the Last Crusade,5.0,4.09,0.91,495210,"['Adventure', 'Action']",USA,https://letterboxd.com//film/indiana-jones-and-the-last-crusade/
The Last Emperor,4.5,3.89,0.61,50533,"['Drama', 'History']",China,https://letterboxd.com//film/the-last-emperor/
My Neighbor Totoro,4.5,4.19,0.31,937196,"['Fantasy', 'Animation', 'Family']",Japan,https://letterboxd.com//film/my-neighbor-totoro/
Killer Klowns from Outer Space,3.5,3.3,0.2,94287,"['Science Fiction', 'Horror', 'Comedy']",USA,https://letterboxd.com//film/killer-klowns-from-outer-space/
Coming to America,4.0,3.54,0.46,157252,"['Comedy', 'Romance']",USA,https://letterboxd.com//film/coming-to-america/
Beverly Hills Cop,4.5,3.61,0.89,126840,"['Crime', 'Action', 'Comedy']",USA,https://letterboxd.com//film/beverly-hills-cop/
Wheels on Meals,4.0,3.6,0.4,12380,"['Crime', 'Comedy', 'Action', 'Romance']",Hong Kong,https://letterboxd.com//film/wheels-on-meals/
The Heavenly Kid,3.5,2.97,0.53,2028,"['Fantasy', 'Comedy', 'Romance']",USA,https://letterboxd.com//film/the-heavenly-kid/
Scooby-Doo! and the Reluctant Werewolf,3.5,3.04,0.46,9773,"['Comedy', 'Animation', 'TV Movie', 'Family', 'Mystery']",USA,https://letterboxd.com//film/scooby-doo-and-the-reluctant-werewolf/
Mr. India,3.5,3.45,0.05,2333,"['Drama', 'Science Fiction', 'Action']",India,https://letterboxd.com//film/mr-india/
Island of Fire,3.0,2.78,0.22,1911,"['Drama', 'Crime', 'Action']",Hong Kong,https://letterboxd.com//film/island-of-fire/
The Land Before Time,4.0,3.68,0.32,88260,"['Adventure', 'Family', 'Animation']",Ireland,https://letterboxd.com//film/the-land-before-time/
Jaws: The Revenge,2.0,1.57,0.43,32951,"['Adventure', 'Thriller', 'Horror']",USA,https://letterboxd.com//film/jaws-the-revenge/
Poltergeist III,3.0,2.44,0.56,12724,"['Thriller', 'Horror']",USA,https://letterboxd.com//film/poltergeist-iii/
Hero and the Terror,2.0,2.55,-0.55,1646,"['Drama', 'Action', 'Thriller', 'Crime', 'Romance']",USA,https://letterboxd.com//film/hero-and-the-terror/
Threads,4.0,4.12,-0.12,32455,"['Drama', 'War', 'Science Fiction']",Australia,https://letterboxd.com//film/threads/
A Nightmare on Elm Street,5.0,3.73,1.27,419928,['Horror'],USA,https://letterboxd.com//film/a-nightmare-on-elm-street/
Rocky V,3.5,2.41,1.09,102912,['Drama'],USA,https://letterboxd.com//film/rocky-v/
Total Recall,4.0,3.82,0.18,208277,"['Action', 'Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/total-recall/
Predator 2,2.5,2.86,-0.36,95877,"['Thriller', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/predator-2/
Scooby-Doo! Meets the Boo Brothers,3.5,3.12,0.38,8667,"['Mystery', 'Animation', 'TV Movie', 'Family', 'Comedy']",USA,https://letterboxd.com//film/scooby-doo-meets-the-boo-brothers/
Lethal Weapon,4.0,3.72,0.28,127586,"['Adventure', 'Crime', 'Action', 'Comedy', 'Thriller']",USA,https://letterboxd.com//film/lethal-weapon/
Poltergeist II: The Other Side,3.0,2.72,0.28,18576,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/poltergeist-ii-the-other-side/
Die Hard 2,4.0,3.3,0.7,149028,"['Thriller', 'Action']",USA,https://letterboxd.com//film/die-hard-2/
Korczak,3.0,3.66,-0.66,710,"['Drama', 'War', 'History']",Germany,https://letterboxd.com//film/korczak/
Criminal Law,3.5,2.77,0.73,1524,"['Romance', 'Thriller', 'Drama']",Canada,https://letterboxd.com//film/criminal-law/
Armour of God,3.5,3.3,0.2,11384,"['Action', 'Adventure', 'Comedy']",Hong Kong,https://letterboxd.com//film/armour-of-god/
Arachnophobia,4.0,3.22,0.78,40491,"['Comedy', 'Horror']",USA,https://letterboxd.com//film/arachnophobia/
Lethal Weapon 2,3.5,3.58,-0.08,68969,"['Adventure', 'Crime', 'Action', 'Comedy', 'Thriller']",USA,https://letterboxd.com//film/lethal-weapon-2/
Back to the Future Part III,3.5,3.52,-0.02,420278,"['Science Fiction', 'Comedy', 'Adventure']",USA,https://letterboxd.com//film/back-to-the-future-part-iii/
Rocky IV,4.0,3.59,0.41,172080,['Drama'],USA,https://letterboxd.com//film/rocky-iv/
The Karate Kid,3.5,3.74,-0.24,268637,"['Family', 'Drama', 'Action']",USA,https://letterboxd.com//film/the-karate-kid/
Fearless Hyena 2,3.5,2.71,0.79,1008,"['Action', 'Comedy']",Hong Kong,https://letterboxd.com//film/fearless-hyena-2/
Fist of Fury,4.0,3.62,0.38,32286,"['Action', 'Thriller', 'Drama']",Hong Kong,https://letterboxd.com//film/fist-of-fury/
To Kill a Mockingbird,3.5,4.08,-0.58,163444,['Drama'],USA,https://letterboxd.com//film/to-kill-a-mockingbird/
The Godfather: Part II,5.0,4.59,0.41,682904,"['Crime', 'Drama']",USA,https://letterboxd.com//film/the-godfather-part-ii/
New Fist of Fury,3.5,2.91,0.59,1072,"['Action', 'Drama']",Hong Kong,https://letterboxd.com//film/new-fist-of-fury/
In the Heat of the Night,3.0,4.02,-1.02,57252,"['Mystery', 'Drama', 'Thriller', 'Crime']",USA,https://letterboxd.com//film/in-the-heat-of-the-night/
Taxi Driver,3.5,4.17,-0.67,1211569,"['Drama', 'Crime']",USA,https://letterboxd.com//film/taxi-driver/
Close Encounters of the Third Kind,3.5,3.84,-0.34,189016,"['Drama', 'Science Fiction']",USA,https://letterboxd.com//film/close-encounters-of-the-third-kind/
Return of the Jedi,5.0,4.04,0.96,965534,"['Action', 'Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/return-of-the-jedi/
Suspiria,3.0,3.95,-0.95,335289,['Horror'],Italy,https://letterboxd.com//film/suspiria/
Eyes Without a Face,4.0,3.93,0.07,93007,"['Drama', 'Thriller', 'Horror']",France,https://letterboxd.com//film/eyes-without-a-face/
Rocky,4.0,4.07,-0.07,486040,['Drama'],USA,https://letterboxd.com//film/rocky/
The Jungle Book,4.0,3.66,0.34,212726,"['Family', 'Animation', 'Adventure']",USA,https://letterboxd.com//film/the-jungle-book/
The French Connection,4.0,4.0,0.0,117409,"['Crime', 'Action', 'Thriller']",USA,https://letterboxd.com//film/the-french-connection/
The Way of the Dragon,4.0,3.56,0.44,27839,"['Action', 'Crime']",Hong Kong,https://letterboxd.com//film/the-way-of-the-dragon/
2001: A Space Odyssey,4.0,4.3,-0.3,816597,"['Adventure', 'Mystery', 'Science Fiction']",UK,https://letterboxd.com//film/2001-a-space-odyssey/
Drunken Master,4.5,3.76,0.74,35492,"['Comedy', 'Action']",Hong Kong,https://letterboxd.com//film/drunken-master/
The Exorcist,3.0,3.99,-0.99,562878,"['Thriller', 'Drama', 'Horror']",USA,https://letterboxd.com//film/the-exorcist/
Rocky II,4.0,3.74,0.26,179053,['Drama'],USA,https://letterboxd.com//film/rocky-ii/
Jaws 2,3.0,2.72,0.28,55302,"['Thriller', 'Horror']",USA,https://letterboxd.com//film/jaws-2/
Paths of Glory,3.5,4.45,-0.95,176536,"['War', 'History', 'Drama']",USA,https://letterboxd.com//film/paths-of-glory/
Airplane II: The Sequel,3.5,2.93,0.57,24213,['Comedy'],USA,https://letterboxd.com//film/airplane-ii-the-sequel/
Fahrenheit 451,3.0,3.5,-0.5,24550,"['Science Fiction', 'Drama']",UK,https://letterboxd.com//film/fahrenheit-451/
Ship of Fools,3.0,3.35,-0.35,2227,"['Drama', 'Romance']",USA,https://letterboxd.com//film/ship-of-fools/
Friday the 13th Part 2,3.0,3.0,0.0,116520,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/friday-the-13th-part-2/
The Thing,5.0,4.35,0.65,630472,"['Mystery', 'Science Fiction', 'Horror']",USA,https://letterboxd.com//film/the-thing/
Chinatown,4.5,4.29,0.21,289696,"['Thriller', 'Mystery', 'Crime', 'Drama']",USA,https://letterboxd.com//film/chinatown/
Fearless Hyena,4.0,3.44,0.56,4436,"['Action', 'Comedy']",Hong Kong,https://letterboxd.com//film/fearless-hyena/
The Battle of Algiers,5.0,4.39,0.61,62944,"['War', 'History', 'Drama']",Italy,https://letterboxd.com//film/the-battle-of-algiers/
Blow Out,4.0,4.11,-0.11,136002,"['Thriller', 'Mystery', 'Crime']",USA,https://letterboxd.com//film/blow-out/
12 Angry Men,4.5,4.62,-0.12,612484,['Drama'],USA,https://letterboxd.com//film/12-angry-men/
Rear Window,5.0,4.38,0.62,457349,"['Mystery', 'Thriller']",USA,https://letterboxd.com//film/rear-window/
Autumn Sonata,4.5,4.45,0.05,72877,['Drama'],Germany,https://letterboxd.com//film/autumn-sonata/
Friday the 13th,3.5,3.0,0.5,280470,['Horror'],USA,https://letterboxd.com//film/friday-the-13th/
The Conversation,2.5,4.17,-1.67,136333,"['Drama', 'Crime', 'Mystery']",USA,https://letterboxd.com//film/the-conversation/
Night and Fog,5.0,4.5,0.5,34492,"['War', 'Documentary']",France,https://letterboxd.com//film/night-and-fog/
Jaws,4.5,3.97,0.53,829545,"['Adventure', 'Thriller', 'Horror']",USA,https://letterboxd.com//film/jaws/
First Blood,3.5,3.81,-0.31,176256,"['War', 'Action', 'Adventure', 'Thriller']",USA,https://letterboxd.com//film/first-blood/
Romeo and Juliet,2.5,3.53,-1.03,31462,"['Drama', 'Romance']",Italy,https://letterboxd.com//film/romeo-and-juliet-1968/
Halloween,4.0,3.8,0.2,632998,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/halloween-1978/
The Seventh Seal,4.0,4.34,-0.34,225715,"['Fantasy', 'Drama']",Sweden,https://letterboxd.com//film/the-seventh-seal/
The Godfather,4.5,4.55,-0.05,1272073,"['Crime', 'Drama']",USA,https://letterboxd.com//film/the-godfather/
Airplane!,4.0,3.84,0.16,329843,['Comedy'],USA,https://letterboxd.com//film/airplane/
E.T. the Extra-Terrestrial,4.0,3.85,0.15,682551,"['Science Fiction', 'Fantasy', 'Adventure', 'Family']",USA,https://letterboxd.com//film/et-the-extra-terrestrial/
The Empire Strikes Back,5.0,4.41,0.59,1164958,"['Action', 'Science Fiction', 'Adventure']",USA,https://letterboxd.com//film/the-empire-strikes-back/
Halloween II,3.5,3.17,0.33,143123,"['Horror', 'Thriller']",USA,https://letterboxd.com//film/halloween-ii-1981/
The Big Brawl,3.5,2.88,0.62,3019,"['Comedy', 'Action']",Hong Kong,https://letterboxd.com//film/the-big-brawl/
The Shining,4.5,4.24,0.26,1630659,"['Horror', 'Thriller']",UK,https://letterboxd.com//film/the-shining/
Star Wars,5.0,4.18,0.82,1328892,"['Adventure', 'Action', 'Science Fiction']",USA,https://letterboxd.com//film/star-wars/
Mr. Klein,3.5,3.97,-0.47,10672,"['Mystery', 'Drama', 'Thriller', 'History']",France,https://letterboxd.com//film/mr-klein/
Apocalypse Now,3.5,4.44,-0.94,534015,"['Drama', 'War']",USA,https://letterboxd.com//film/apocalypse-now/
Superman,3.5,3.67,-0.17,123019,"['Action', 'Adventure', 'Science Fiction']",Switzerland,https://letterboxd.com//film/superman/
Network,4.0,4.26,-0.26,122955,['Drama'],USA,https://letterboxd.com//film/network/
Alien,3.0,4.28,-1.28,894519,"['Horror', 'Science Fiction']",USA,https://letterboxd.com//film/alien/
The Big Shave,3.5,3.59,-0.09,36048,['Horror'],USA,https://letterboxd.com//film/the-big-shave/
The Evil Dead,4.0,3.66,0.34,353268,['Horror'],USA,https://letterboxd.com//film/the-evil-dead/
Five Element Ninjas,4.0,3.78,0.22,5238,"['Drama', 'Action']",Hong Kong,https://letterboxd.com//film/five-element-ninjas/
Cue Ball Cat,4.0,3.66,0.34,1019,"['Animation', 'Comedy']",USA,https://letterboxd.com//film/cue-ball-cat/
Super Fuzz,3.5,3.01,0.49,2847,"['Science Fiction', 'Comedy', 'Action', 'Fantasy']",Spain,https://letterboxd.com//film/super-fuzz/
The Man Who Saw Tomorrow,3.5,3.13,0.37,286,"['Drama', 'Documentary']",USA,https://letterboxd.com//film/the-man-who-saw-tomorrow/
Murder by Death,3.5,3.34,0.16,21785,"['Comedy', 'Crime', 'Thriller', 'Mystery']",USA,https://letterboxd.com//film/murder-by-death/
The Lady Vanishes,3.5,3.08,0.42,1042,"['Romance', 'Comedy', 'Thriller', 'Mystery']",UK,https://letterboxd.com//film/the-lady-vanishes-1979/
Poltergeist,4.0,3.51,0.49,227654,['Horror'],USA,https://letterboxd.com//film/poltergeist/
Psycho,4.5,4.32,0.18,741845,"['Mystery', 'Thriller', 'Horror']",USA,https://letterboxd.com//film/psycho/
Hearts and Minds,4.0,4.13,-0.13,5049,"['War', 'Documentary']",USA,https://letterboxd.com//film/hearts-and-minds/
Murder on the Orient Express,3.5,3.54,-0.04,55084,"['Drama', 'Thriller', 'Mystery']",UK,https://letterboxd.com//film/murder-on-the-orient-express/
"The Good, the Bad and the Ugly",4.5,4.49,0.01,366385,['Western'],USA,https://letterboxd.com//film/the-good-the-bad-and-the-ugly/
Rocky III,4.0,3.46,0.54,160206,['Drama'],USA,https://letterboxd.com//film/rocky-iii/
Heavenly Puss,4.0,3.93,0.07,1703,"['Drama', 'Comedy', 'Animation']",USA,https://letterboxd.com//film/heavenly-puss/
Raiders of the Lost Ark,5.0,4.16,0.84,748723,"['Adventure', 'Action']",USA,https://letterboxd.com//film/raiders-of-the-lost-ark/
Trading Places,4.0,3.62,0.38,83381,['Comedy'],USA,https://letterboxd.com//film/trading-places/
The Invisible Mouse,4.0,3.66,0.34,1167,"['Animation', 'Comedy']",USA,https://letterboxd.com//film/the-invisible-mouse/
A Trip to the Moon,3.5,3.99,-0.49,169943,"['Science Fiction', 'Adventure']",France,https://letterboxd.com//film/a-trip-to-the-moon/
The Great Dictator,4.0,4.31,-0.31,113944,"['War', 'Comedy']",USA,https://letterboxd.com//film/the-great-dictator/
Nosferatu,3.5,3.89,-0.39,167084,['Horror'],Germany,https://letterboxd.com//film/nosferatu/
Sanders of the River,0.5,2.91,-2.41,365,"['Adventure', 'Drama']",UK,https://letterboxd.com//film/sanders-of-the-river/
Dr. Jekyll and Mr. Mouse,4.0,3.81,0.19,1841,"['Animation', 'Comedy']",USA,https://letterboxd.com//film/dr-jekyll-and-mr-mouse/
The Consequences of Feminism,3.5,3.76,-0.26,6269,['Comedy'],France,https://letterboxd.com//film/the-consequences-of-feminism/
