,Title,User Rating,Letterboxd Rating,Letterboxd Rating Count,Genres,Country of Origin
311,"Honey, I Blew Up the Kid",3.0,2.4,23539,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",USA
312,Twin Dragons,4.0,3.08,4380,"['Comedy', 'Action']",Hong Kong
313,Home Alone,4.0,3.78,684082,"['Comedy', 'Family']",USA
314,Top Gun,3.0,3.36,435401,"['Drama', 'Action', 'Romance']",USA
315,Kickboxer,3.5,3.1,18765,"['Action', 'Drama', 'Thriller']",USA
316,Double Impact,3.5,2.7,11358,"['Drama', 'Thriller', 'Crime', 'Action']",USA
317,Midnight Run,4.0,3.77,51665,"['Adventure', 'Crime', 'Action', 'Thriller', 'Comedy']",USA
318,The Running Man,3.5,3.25,52808,"['Science Fiction', 'Action', 'Thriller']",USA
319,Cobra,3.5,2.98,32448,"['Action', 'Crime', 'Thriller']",USA
320,The Heavenly Kid,3.5,2.89,1538,"['Fantasy', 'Romance', 'Comedy']",USA
321,Trading Places,4.0,3.58,63424,['Comedy'],USA
322,Sudden Impact,4.0,3.2,15829,"['Thriller', 'Action', 'Crime']",USA
323,The Protector,3.5,2.84,2819,"['Adventure', 'Action', 'Crime', 'Comedy', 'Drama']",Hong Kong
324,Into the Night,4.0,3.14,7338,"['Thriller', 'Action', 'Comedy', 'Drama', 'Crime', 'Romance']",USA
325,Halloween II,3.5,3.25,109892,['Horror'],USA
326,Five Element Ninjas,4.0,3.81,4328,['Action'],Hong Kong
327,Super Fuzz,3.5,2.98,2279,"['Fantasy', 'Action', 'Science Fiction', 'Comedy']",Spain
328,The Conversation,3.0,4.09,102820,"['Mystery', 'Drama', 'Crime']",USA
329,Fearless Hyena,4.0,3.41,3420,"['Action', 'Comedy']",Hong Kong
330,Jaws 2,3.5,2.72,41579,"['Thriller', 'Horror']",USA
331,The Way of the Dragon,4.0,3.5,20616,"['Action', 'Crime']",Hong Kong
332,"The Good, the Bad and the Ugly",4.5,4.4,258697,['Western'],USA
333,New Fist of Fury,4.0,2.68,737,"['Drama', 'Action']",Hong Kong
334,Office Space,3.5,3.76,151168,['Comedy'],USA
335,Loki,4.5,3.8,308614,['Drama'],USA
336,Iron Man 2,3.0,2.93,630456,"['Adventure', 'Action', 'Science Fiction']",USA
337,Fist of Fury,4.0,3.58,24450,"['Drama', 'Thriller', 'Action']",Hong Kong
338,Iron Man 3,3.0,3.08,646711,"['Action', 'Adventure', 'Science Fiction']",USA
339,Intrusion,3.5,2.25,14906,['Thriller'],USA
340,The Batman,4.0,4.04,1479005,"['Mystery', 'Thriller', 'Crime']",USA
341,Come and See,5.0,4.57,164159,"['Drama', 'War']",USSR
342,Heat,4.5,4.19,325523,"['Drama', 'Thriller', 'Crime', 'Action']",USA
343,Ms. Marvel,4.0,3.15,84006,['Comedy'],USA
344,To Kill a Mockingbird,3.5,3.98,125365,"['Crime', 'Drama']",USA
345,The Incredibles,4.5,4.06,830093,"['Animation', 'Action', 'Adventure', 'Family']",USA
346,Up,4.5,4.09,965468,"['Adventure', 'Comedy', 'Animation', 'Family']",USA
347,The Gray Man,3.5,2.8,235353,"['Action', 'Thriller']",USA
348,It Follows,4.0,3.52,384814,"['Horror', 'Mystery']",USA
349,The Great Dictator,4.0,4.21,88302,"['Comedy', 'War']",USA
350,Cars,3.5,3.56,479763,"['Animation', 'Adventure', 'Family', 'Comedy']",USA
351,Kung Fu Panda,4.5,3.74,442800,"['Family', 'Adventure', 'Action', 'Comedy', 'Animation']",USA
352,Shrek,4.0,4.05,769760,"['Family', 'Comedy', 'Animation', 'Fantasy', 'Adventure']",USA
353,Madagascar: Escape 2 Africa,3.5,3.04,183279,"['Comedy', 'Adventure', 'Family', 'Animation']",USA
354,How to Train Your Dragon,4.0,3.96,485997,"['Family', 'Adventure', 'Animation', 'Fantasy']",USA
355,Magnum Opus,3.0,3.53,15821,"['Family', 'Science Fiction', 'Animation', 'Comedy']",USA
356,Kung Fu Panda 3,4.0,3.24,158360,"['Family', 'Animation', 'Adventure', 'Action', 'Comedy']",China
357,Groot Takes a Bath,3.5,3.4,15908,"['Family', 'Animation', 'Comedy', 'Science Fiction']",USA
358,Madagascar 3: Europe's Most Wanted,3.5,2.91,138995,"['Animation', 'Adventure', 'Family', 'Comedy']",USA
359,Groot's Pursuit,3.5,3.22,15310,"['Science Fiction', 'Family', 'Comedy', 'Animation']",USA
360,Groot's First Steps,3.0,3.15,17725,"['Animation', 'Comedy', 'Family', 'Science Fiction']",USA
361,Memento,5.0,4.11,641393,"['Mystery', 'Thriller']",USA
362,The Little Guy,3.5,3.45,16026,"['Family', 'Comedy', 'Animation', 'Science Fiction']",USA
363,Top Gun: Maverick,4.5,4.06,767633,"['Drama', 'Action']",USA
364,See How They Run,3.5,3.24,168620,"['Mystery', 'Thriller', 'Comedy']",UK
365,Geostorm,2.5,2.11,52546,"['Science Fiction', 'Action', 'Thriller']",Canada
366,Spider-Man: Into the Spider-Verse,4.5,4.44,1465456,"['Action', 'Adventure', 'Animation', 'Science Fiction']",USA
367,Hitman's Wife's Bodyguard,3.5,2.66,56802,"['Crime', 'Comedy', 'Action', 'Thriller']",Bulgaria
368,Smile,4.0,2.99,347575,"['Mystery', 'Thriller', 'Horror']",USA
369,The Hitman's Bodyguard,3.5,3.07,112003,"['Action', 'Comedy']",Bulgaria
370,Happy Death Day,3.5,3.09,249680,"['Comedy', 'Mystery', 'Horror']",USA
371,The Nice Guys,4.5,3.8,465154,"['Action', 'Crime', 'Comedy']",USA
372,Baaghi,3.0,2.34,2260,"['Thriller', 'Action', 'Romance']",India
373,Sultan,3.0,3.04,5165,"['Drama', 'Action']",India
374,BlacKkKlansman,4.0,3.94,575398,"['Comedy', 'History', 'Crime', 'Drama']",USA
375,Sooryavanshi,3.0,2.2,3305,"['Thriller', 'Action', 'Crime']",India
376,Baaghi 2,3.0,2.04,1452,"['Action', 'Crime', 'Drama']",India
377,Dabangg,3.0,2.58,3719,"['Action', 'Comedy', 'Crime']",India
378,Talaash,3.5,3.45,6271,"['Thriller', 'Drama', 'Crime']",India
379,Bhool Bhulaiyaa,3.5,3.48,4636,"['Horror', 'Comedy', 'Thriller']",India
380,Baaghi 3,3.0,1.57,1239,"['Thriller', 'Adventure', 'Action']",India
381,HIT: The First Case,3.5,2.76,1123,"['Crime', 'Thriller', 'Mystery']",India
382,Murder by Death,4.0,3.36,17478,"['Thriller', 'Mystery', 'Comedy', 'Crime']",USA
383,Werewolf by Night,4.0,3.59,144107,"['Action', 'Horror', 'Fantasy', 'TV Movie']",USA
384,Runway 34,3.5,2.96,2017,"['Thriller', 'Drama']",India
385,Ant-Man,4.5,3.32,728195,"['Adventure', 'Science Fiction', 'Action']",USA
386,Guardians of the Galaxy,4.5,3.81,1190711,"['Adventure', 'Action', 'Science Fiction']",USA
387,Black Panther,4.5,3.74,1234829,"['Action', 'Adventure', 'Science Fiction']",USA
388,Rise of the Planet of the Apes,4.0,3.57,283907,"['Drama', 'Science Fiction', 'Action', 'Thriller']",USA
389,The Prestige,5.0,4.15,586634,"['Drama', 'Mystery', 'Science Fiction']",UK
390,Snowden,4.5,3.2,74476,"['Thriller', 'History', 'Drama', 'Crime']",Germany
391,Dabangg 3,3.0,1.5,1344,"['Action', 'Comedy', 'Crime']",India
392,Dabangg 2,3.0,1.98,2270,"['Comedy', 'Crime', 'Action']",India
393,American Psycho,5.0,3.93,1165605,"['Drama', 'Thriller', 'Crime']",Canada
394,Star Wars: The Rise of Skywalker,3.5,2.49,649456,"['Science Fiction', 'Adventure', 'Action']",USA
395,Thor: Ragnarok,4.5,3.84,1040064,"['Adventure', 'Action', 'Science Fiction', 'Fantasy', 'Comedy']",USA
396,Spider-Man: Far from Home,4.5,3.48,948973,"['Adventure', 'Science Fiction', 'Action']",USA
397,Black Panther: Wakanda Forever,4.5,3.56,550387,"['Adventure', 'Action', 'Science Fiction']",USA
398,A Nightmare on Elm Street,5.0,3.77,303196,['Horror'],USA
399,Shanghai Noon,4.5,2.97,46101,"['Adventure', 'Action', 'Western', 'Comedy']",Hong Kong
400,Deadpool,4.5,3.71,1020659,"['Comedy', 'Action', 'Adventure']",USA
401,Avengers: Age of Ultron,4.0,3.14,789115,"['Science Fiction', 'Action', 'Adventure']",USA
402,Harry Potter and the Deathly Hallows: Part 2,4.5,3.95,680026,"['Adventure', 'Fantasy']",UK
403,WALL-E,4.0,4.16,899525,"['Family', 'Animation', 'Science Fiction']",USA
404,Finding Nemo,4.0,4.04,810625,"['Family', 'Animation']",USA
405,"Monsters, Inc.",4.0,4.07,775223,"['Comedy', 'Animation', 'Family']",USA
406,Incredibles 2,4.5,3.48,626786,"['Animation', 'Family', 'Action', 'Adventure']",USA
407,High School Musical 2,3.5,3.21,172501,"['Romance', 'Comedy', 'Music', 'Drama', 'Family', 'TV Movie']",USA
408,High School Musical,3.5,3.18,231313,"['Romance', 'Family', 'TV Movie', 'Drama', 'Music', 'Comedy']",USA
409,High School Musical 3: Senior Year,3.0,3.13,130989,"['Comedy', 'Drama', 'Romance', 'Family', 'Music']",USA
410,The Lorax,4.0,3.04,162688,"['Animation', 'Family']",USA
411,War Dogs,4.5,3.33,172783,"['Drama', 'Comedy', 'Crime']",USA
412,The Lion King,4.5,4.19,723817,"['Drama', 'Family', 'Animation']",USA
413,John Wick: Chapter 2,4.0,3.71,490692,"['Thriller', 'Action', 'Crime']",USA
414,Zathura: A Space Adventure,3.5,3.08,116659,"['Family', 'Science Fiction', 'Adventure']",USA
415,John Wick: Chapter 3 - Parabellum,3.5,3.7,447807,"['Thriller', 'Action', 'Crime']",USA
416,John Wick,4.0,3.83,735506,"['Thriller', 'Action']",USA
417,Despicable Me 2,4.0,3.06,248731,"['Family', 'Animation', 'Comedy']",USA
418,Despicable Me,4.5,3.47,387290,"['Family', 'Comedy', 'Animation', 'Crime']",USA
419,Cloudy with a Chance of Meatballs,4.0,3.32,255626,"['Comedy', 'Family', 'Animation']",USA
420,Minions,4.0,2.72,214560,"['Animation', 'Adventure', 'Comedy', 'Family']",USA
421,The Cloverfield Paradox,3.0,2.27,100485,"['Action', 'Science Fiction', 'Thriller', 'Horror']",USA
422,Toy Story 3,4.0,3.97,636993,"['Family', 'Comedy', 'Animation']",USA
423,The SpongeBob SquarePants Movie,4.5,3.83,204876,"['Family', 'Adventure', 'Comedy', 'Animation', 'Fantasy']",South Korea
424,Scooby-Doo on Zombie Island,4.0,3.81,43183,"['Family', 'Mystery', 'Animation', 'Horror']",USA
425,The SpongeBob Movie: Sponge Out of Water,3.0,2.66,67445,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Adventure']",Australia
426,ParaNorman,4.0,3.61,119825,"['Animation', 'Family', 'Adventure', 'Comedy']",USA
427,Bolt,3.5,3.04,210620,"['Comedy', 'Animation', 'Family', 'Adventure']",USA
428,The Gift,3.5,3.33,116692,"['Mystery', 'Thriller', 'Drama']",Australia
429,Scooby-Doo and the Alien Invaders,4.0,3.33,16215,"['Comedy', 'Family', 'Mystery', 'Animation', 'Science Fiction']",Japan
430,Scooby-Doo! and the Witch's Ghost,4.0,3.67,20229,"['Animation', 'Mystery', 'Fantasy', 'Comedy', 'Family']",Japan
431,Holes,4.0,3.51,133631,"['Drama', 'Comedy', 'Adventure', 'Family']",USA
432,Scooby-Doo! and the Loch Ness Monster,4.0,3.17,11208,"['Animation', 'Fantasy', 'Adventure', 'Mystery', 'Family', 'Comedy']",USA
433,Scooby-Doo! and the Cyber Chase,4.0,3.49,24848,"['Animation', 'Adventure', 'Comedy']",USA
434,Scooby-Doo! Camp Scare,4.5,3.56,8485,"['Animation', 'Mystery', 'Family', 'Comedy']",USA
435,Aloha Scooby-Doo!,4.0,3.12,9574,"['Family', 'Adventure', 'Comedy', 'Animation', 'Mystery']",USA
436,Scooby-Doo! in Where's My Mummy?,4.5,3.22,9349,"['Animation', 'Family', 'Adventure', 'Comedy', 'Mystery', 'Fantasy']",USA
437,Scooby-Doo! and the Reluctant Werewolf,3.5,2.95,7346,"['Family', 'Mystery', 'Comedy', 'TV Movie', 'Animation']",USA
438,Scooby-Doo! Curse of the Lake Monster,3.0,1.9,8779,"['Comedy', 'Mystery', 'Fantasy', 'Adventure']",USA
439,Scooby-Doo! and the Monster of Mexico,4.0,2.97,8477,"['Animation', 'Mystery', 'Comedy', 'Family']",USA
440,Scooby-Doo! Meets the Boo Brothers,4.0,3.06,6509,"['Family', 'Animation', 'Adventure', 'Mystery', 'TV Movie', 'Comedy']",USA
441,Scooby-Doo! & Batman: The Brave and the Bold,3.5,3.24,5227,"['Animation', 'Action', 'Family', 'Comedy']",USA
442,Scooby-Doo! Pirates Ahoy!,4.0,3.16,7042,"['Comedy', 'Animation', 'Adventure', 'Fantasy', 'Mystery', 'Family']",USA
443,Scooby-Doo! and KISS: Rock and Roll Mystery,4.0,3.22,5156,"['Animation', 'Comedy', 'Family', 'Mystery']",USA
444,Scooby-Doo! WrestleMania Mystery,4.0,2.69,5544,"['Animation', 'Mystery', 'Family', 'Comedy']",USA
445,Scooby-Doo! and the Goblin King,4.0,3.07,5947,"['Comedy', 'Music', 'Adventure', 'Family', 'Animation', 'Fantasy']",USA
446,Scooby-Doo! and the Samurai Sword,4.5,2.97,4900,"['Comedy', 'Action', 'Animation', 'Family', 'Mystery', 'Fantasy']",USA
447,"Chill Out, Scooby-Doo!",4.0,2.99,5583,"['Animation', 'Comedy', 'Mystery', 'Family', 'Adventure']",USA
448,Scooby-Doo! Return to Zombie Island,4.0,2.42,3970,"['Family', 'Animation', 'Comedy', 'Horror', 'Mystery', 'Fantasy', 'Adventure']",USA
449,"Happy Halloween, Scooby-Doo!",4.0,3.14,3289,"['Animation', 'Family', 'Mystery', 'Comedy']",USA
450,Scooby-Doo! Music of the Vampire,4.0,3.09,3177,"['Mystery', 'Family', 'Fantasy', 'Music', 'Comedy', 'Animation', 'Adventure']",USA
451,Scooby-Doo! Frankencreepy,4.5,3.2,3063,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Science Fiction', 'Adventure', 'Mystery']",USA
452,Scooby-Doo! Abracadabra-Doo,4.0,3.2,4264,"['Comedy', 'Family', 'Mystery', 'Animation', 'Fantasy']",USA
453,Scooby-Doo! and the Curse of the 13th Ghost,4.0,3.06,2533,"['Animation', 'Adventure', 'Family', 'Comedy', 'Mystery']",USA
454,Scooby-Doo! Stage Fright,4.5,3.29,2852,"['Adventure', 'Family', 'Comedy', 'Animation', 'Mystery']",USA
455,Scooby-Doo! Moon Monster Madness,4.0,3.09,2298,"['Family', 'Science Fiction', 'Mystery', 'Comedy', 'Adventure', 'Animation']",USA
456,Scooby-Doo! The Sword and the Scoob,4.0,2.94,2289,"['Comedy', 'Animation', 'Mystery', 'Fantasy', 'Family', 'Adventure']",USA
457,Scooby-Doo! Mask of the Blue Falcon,4.0,3.03,2424,"['Mystery', 'Family', 'Comedy', 'Fantasy', 'Animation', 'Adventure']",USA
458,Scooby-Doo! Shaggy's Showdown,4.0,3.07,1833,"['Western', 'Mystery', 'Animation', 'Comedy', 'Family']",USA
459,Scooby-Doo! and the Gourmet Ghost,4.0,2.95,2172,"['Adventure', 'Animation', 'Family', 'Comedy']",USA
460,Big Top Scooby-Doo!,4.0,3.04,2092,"['Comedy', 'Mystery', 'Animation', 'Family']",USA
461,Scooby-Doo! and WWE: Curse of the Speed Demon,4.0,2.64,2251,"['Family', 'Mystery', 'Animation', 'Comedy']",USA
462,3 Idiots,4.5,3.98,68815,"['Drama', 'Comedy']",India
463,Tom and Jerry: The Fast and the Furry,4.0,3.17,4348,"['Comedy', 'Family', 'Action', 'Animation', 'Adventure']",USA
464,The Grand Budapest Hotel,4.5,4.23,1164327,"['Comedy', 'Drama']",Germany
465,War of the Worlds,3.0,3.21,175369,"['Thriller', 'Adventure', 'Science Fiction']",USA
466,Pulp Fiction,4.5,4.28,1440111,"['Crime', 'Thriller']",USA
467,Diary of a Wimpy Kid,3.0,3.07,115824,"['Family', 'Comedy']",UK
468,Tom and Jerry: The Magic Ring,4.0,2.91,4104,"['Action', 'Fantasy', 'Animation', 'Comedy', 'Family']",USA
469,Diary of a Wimpy Kid: Rodrick Rules,3.5,3.57,90672,"['Comedy', 'Family']",USA
470,Blonde,1.0,2.09,161716,['Drama'],USA
471,Dolphin Tale,3.5,2.81,13526,"['Drama', 'Family']",USA
472,Parasite,5.0,4.57,1904172,"['Comedy', 'Drama', 'Thriller']",South Korea
473,War,4.0,2.86,6144,"['Thriller', 'Adventure', 'Action']",India
474,The Secret Life of Walter Mitty,3.0,3.67,255758,"['Drama', 'Comedy', 'Fantasy', 'Adventure']",USA
475,The Polar Express,3.0,3.18,282855,"['Adventure', 'Fantasy', 'Family', 'Animation', 'Comedy']",USA
476,Mamma Mia!,3.5,3.77,450131,"['Romance', 'Comedy']",Germany
477,Batman Begins,4.0,3.78,739611,"['Drama', 'Crime', 'Action']",UK
478,The Do-Over,3.0,2.2,31774,"['Action', 'Comedy', 'Adventure']",USA
479,The Babysitter,1.0,2.82,166736,"['Comedy', 'Horror']",USA
480,Now You See Me,4.5,3.3,404562,"['Crime', 'Thriller']",USA
481,Spiderhead,1.0,2.6,103292,"['Science Fiction', 'Thriller']",USA
482,I Now Pronounce You Chuck & Larry,3.0,2.34,51787,"['Romance', 'Comedy']",USA
483,Bloodsport,3.5,3.32,39031,"['Action', 'Drama']",USA
484,Space Jam,3.0,3.2,233636,"['Family', 'Comedy', 'Animation', 'Science Fiction']",USA
485,Central Intelligence,3.0,2.72,119296,"['Comedy', 'Action', 'Crime', 'Mystery']",USA
486,The Menu,4.0,3.65,1052114,"['Thriller', 'Horror', 'Comedy']",USA
487,Gone Girl,4.0,4.08,1138766,"['Drama', 'Thriller', 'Mystery']",USA
488,Blade Runner,1.0,4.08,638904,"['Drama', 'Science Fiction', 'Thriller']",USA
489,Hard Target,3.5,3.27,23671,"['Adventure', 'Action', 'Crime', 'Thriller']",USA
490,Kung Fu Panda 2,5.0,3.56,232594,"['Animation', 'Family']",USA
491,The Visit,3.5,3.1,159042,"['Thriller', 'Mystery', 'Horror']",USA
492,The Good Nurse,3.5,3.28,94347,"['Drama', 'Mystery', 'Crime']",USA
493,The Village,3.5,3.22,142553,"['Thriller', 'Mystery', 'Drama']",USA
494,Old,3.5,2.53,280090,"['Horror', 'Thriller', 'Mystery']",Japan
495,Day Shift,3.5,2.76,64807,"['Horror', 'Action', 'Fantasy', 'Comedy']",USA
496,Andhadhun,4.0,3.89,20383,"['Thriller', 'Comedy', 'Crime']",India
497,Fearless Hyena 2,3.5,2.45,671,['Action'],Hong Kong
498,"Monica, O My Darling",3.5,3.59,7587,"['Mystery', 'Drama', 'Comedy', 'Crime']",India
499,Zombieland,3.5,3.55,500289,"['Comedy', 'Horror']",USA
500,Squid Game,3.5,3.8,471359,"['Drama', 'Mystery']",South Korea
501,Die Hard 2,4.0,3.27,112271,"['Action', 'Thriller']",USA
502,Jurassic Park III,3.5,2.73,181396,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",USA
503,Blade II,3.5,3.23,91101,"['Fantasy', 'Thriller', 'Action', 'Horror']",USA
504,Scream 3,3.5,2.93,213673,"['Mystery', 'Horror']",USA
505,The Exorcism of Emily Rose,3.5,3.08,55550,"['Crime', 'Thriller', 'Drama', 'Horror']",USA
506,The Replacements,3.0,3.06,18309,['Comedy'],USA
507,Spy,3.5,3.18,124505,"['Action', 'Crime', 'Comedy']",USA
508,Tremors 3: Back to Perfection,3.5,2.47,8823,"['Comedy', 'Thriller', 'Science Fiction', 'Action', 'Horror']",USA
509,The Social Network,3.5,3.94,1055219,['Drama'],USA
510,Death at a Funeral,3.5,2.62,19574,['Comedy'],USA
511,The Exorcist,3.0,3.98,361199,['Horror'],USA
512,The Client,3.5,3.15,18467,"['Crime', 'Thriller', 'Drama', 'Mystery']",USA
513,I Still Know What You Did Last Summer,3.5,2.39,39026,"['Horror', 'Mystery', 'Thriller']",USA
514,The Great Gatsby,3.0,3.38,541163,"['Drama', 'Romance']",USA
515,Cliffhanger,3.5,3.14,35759,"['Action', 'Thriller', 'Adventure']",France
516,Dante's Peak,3.5,2.79,30317,"['Thriller', 'Adventure', 'Action', 'Drama']",USA
517,Blade: Trinity,3.0,2.32,59232,"['Action', 'Horror', 'Fantasy']",USA
518,Paul Blart: Mall Cop,3.0,2.32,98550,"['Comedy', 'Family', 'Adventure', 'Action']",USA
519,The Girl on the Train,3.0,1.94,1738,"['Drama', 'Thriller']",India
520,Shooter,3.0,3.13,57719,"['Drama', 'Mystery', 'Thriller', 'Action', 'Crime']",USA
521,Predator 2,3.0,2.89,74236,"['Action', 'Science Fiction', 'Thriller']",USA
522,Changing Lanes,3.0,2.91,13635,['Thriller'],USA
523,Me Time,3.0,2.15,26968,['Comedy'],USA
524,The Rundown,3.0,2.97,29858,"['Action', 'Thriller', 'Comedy', 'Adventure']",USA
525,Mission: Impossible - Fallout,4.0,3.87,311794,"['Action', 'Adventure']",USA
526,Mission: Impossible II,3.5,2.66,159485,"['Thriller', 'Action', 'Adventure']",USA
527,Murder on the Orient Express,3.5,3.06,255258,"['Crime', 'Drama', 'Mystery']",UK
528,Om Shanti Om,4.0,3.79,18651,"['Thriller', 'Drama', 'Comedy']",India
529,Blood Red Sky,3.5,2.69,36998,"['Horror', 'Action', 'Thriller']",Germany
530,Bhool Bhulaiyaa 2,3.5,2.34,4557,"['Horror', 'Comedy']",India
531,Cuttputlli,3.5,2.09,820,"['Crime', 'Mystery', 'Thriller']",India
532,Roohi,3.5,2.07,1258,"['Horror', 'Comedy']",India
533,Silence... Can You Hear It?,3.5,2.9,290,"['Thriller', 'Drama']",India
534,Bajrangi Bhaijaan,3.0,3.68,10539,"['Comedy', 'Drama', 'Action']",India
535,Bodyguard,2.5,2.38,4359,"['Drama', 'Action', 'Romance']",India
536,Andaz Apna Apna,4.0,3.62,3593,"['Comedy', 'Family', 'Romance']",India
537,In the Shadow of the Moon,3.5,2.76,24395,"['Science Fiction', 'Thriller']",USA
538,Tiger Zinda Hai,3.0,2.68,3780,"['Action', 'Thriller']",India
539,Karan Arjun,3.0,2.95,1931,"['Action', 'Thriller']",India
540,Ek Tha Tiger,3.0,2.66,4626,"['Action', 'Thriller', 'Romance']",India
541,Kuch Kuch Hota Hai,3.5,3.6,12644,"['Drama', 'Romance']",India
542,My Name Is Khan,4.0,3.66,17107,"['Romance', 'Drama']",United Arab Emirates
543,Wanted,3.0,2.54,2136,"['Action', 'Thriller', 'Comedy', 'Crime']",India
544,Don,3.5,3.21,6294,"['Action', 'Thriller', 'Drama']",India
545,Main Hoon Na,3.5,3.45,8305,['Drama'],India
546,Chennai Express,3.0,2.81,10818,"['Romance', 'Action', 'Comedy']",India
547,Ra.One,3.0,2.41,7625,"['Action', 'Science Fiction', 'Adventure']",India
548,Happy New Year,3.0,2.47,8238,"['Crime', 'Action', 'Comedy']",India
549,Don 2,3.5,3.08,5031,"['Action', 'Thriller']",India
550,Student of the Year,3.0,2.47,6194,"['Drama', 'Music', 'Comedy']",India
551,Back to the Future Part III,4.0,3.51,306094,"['Science Fiction', 'Adventure', 'Comedy']",USA
552,Golmaal Again,3.0,1.97,2056,"['Action', 'Fantasy', 'Horror', 'Comedy']",India
553,47 Meters Down,3.0,2.52,51786,"['Horror', 'Thriller', 'Adventure']",Dominican Republic
554,Singham,3.5,2.88,4308,"['Drama', 'Crime', 'Action']",India
555,OMG: Oh My God!,3.5,3.38,4364,"['Drama', 'Comedy', 'Fantasy']",India
556,The Perfect Storm,3.5,3.02,38405,"['Thriller', 'Drama', 'Adventure', 'Action']",USA
557,Sharknado 4: The 4th Awakens,2.5,1.8,8063,"['Comedy', 'Science Fiction']",USA
558,Sharknado 3: Oh Hell No!,2.5,1.91,11646,"['Action', 'Adventure', 'TV Movie', 'Comedy', 'Science Fiction']",USA
559,How It Ends,2.0,2.1,19154,"['Science Fiction', 'Thriller', 'Action', 'Mystery', 'Adventure']",Canada
560,Death Wish,2.0,2.57,27838,"['Action', 'Drama', 'Crime', 'Thriller']",USA
561,A Quiet Place,1.0,3.71,876569,"['Science Fiction', 'Drama', 'Horror']",USA
562,Mega Shark vs. Giant Octopus,2.5,1.43,3689,"['Science Fiction', 'Horror']",USA
563,2-Headed Shark Attack,2.5,1.47,2700,"['Horror', 'Action', 'Science Fiction', 'Thriller']",USA
564,3-Headed Shark Attack,2.5,1.51,1904,"['Action', 'Horror', 'Science Fiction']",USA
565,The Last Sharknado: It's About Time,2.5,1.88,5141,"['Comedy', 'Adventure', 'Action', 'Science Fiction', 'TV Movie']",USA
566,Sharknado 5: Global Swarming,2.5,1.83,6675,"['Comedy', 'Adventure', 'Action', 'TV Movie', 'Science Fiction']",USA
567,Lake Placid 3,2.5,1.68,1877,"['Thriller', 'Science Fiction', 'Horror', 'Action']",USA
568,Mega Shark vs. Crocosaurus,2.5,1.42,2263,"['Action', 'Science Fiction', 'Horror']",USA
569,Mega Piranha,2.5,1.49,1522,"['Science Fiction', 'Horror', 'Action', 'Adventure']",USA
570,Mega Shark vs. Mecha Shark,2.5,1.53,1396,"['Science Fiction', 'Action', 'Thriller']",USA
571,Airplane vs Volcano,2.5,1.49,866,['Action'],USA
572,5 Headed Shark Attack,2.5,1.58,1418,"['Science Fiction', 'Horror']",USA
573,100 Million BC,2.5,1.41,614,"['Adventure', 'Action', 'Science Fiction']",USA
574,Radhe,2.5,1.19,1384,"['Drama', 'Action', 'Thriller', 'Crime']",India
575,Heropanti 2,2.5,1.36,726,"['Action', 'Romance', 'Drama']",India
576,Bermuda Tentacles,2.5,1.7,455,['Science Fiction'],USA
577,Triassic World,2.5,1.89,288,"['Science Fiction', 'Horror', 'Action']",USA
578,500 MPH Storm,2.5,1.56,317,"['Adventure', 'Science Fiction', 'Drama', 'Thriller', 'Action', 'TV Movie']",USA
579,Geo-Disaster,2.5,1.92,244,"['Science Fiction', 'TV Movie', 'Action']",USA
580,Airline Disaster,2.5,2.28,116,"['Adventure', 'Thriller', 'Action']",USA
581,Die Hard,4.5,4.05,447011,"['Action', 'Thriller']",USA
582,Spy Kids,3.0,2.9,152984,"['Action', 'Family', 'Adventure', 'Comedy']",USA
583,Inside Out,4.5,3.85,993292,"['Adventure', 'Comedy', 'Family', 'Drama', 'Animation']",USA
584,Dirty Dancing,2.0,3.65,233268,"['Music', 'Romance', 'Drama']",USA
585,Piranha 3D,2.5,2.41,49789,"['Comedy', 'Horror']",USA
586,Spy Kids 3-D: Game Over,3.0,2.38,87483,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Family']",USA
587,Teen Beach Movie,3.0,3.36,56375,"['Music', 'Family', 'Comedy', 'TV Movie']",USA
588,16 Wishes,3.0,2.71,33847,"['Drama', 'Family', 'Fantasy']",USA
589,Spy Kids 2: The Island of Lost Dreams,3.0,2.71,82838,"['Comedy', 'Family', 'Action', 'Adventure', 'Science Fiction']",USA
590,The Game Plan,3.0,2.86,55375,"['Family', 'Comedy']",USA
591,Spy Kids: All the Time in the World,3.0,1.61,32798,"['Comedy', 'Action', 'Family']",USA
592,Ice Age,4.0,3.47,357331,"['Animation', 'Comedy', 'Adventure', 'Family']",USA
593,Blast from the Past,3.0,3.22,26810,"['Drama', 'Comedy', 'Romance']",USA
594,Ice Age: The Meltdown,3.5,3.03,183375,"['Animation', 'Adventure', 'Comedy', 'Family']",USA
595,Ice Age: Dawn of the Dinosaurs,3.5,3.06,149102,"['Comedy', 'Adventure', 'Animation', 'Family']",USA
596,Camp Rock 2: The Final Jam,2.5,2.63,48778,"['TV Movie', 'Music', 'Comedy']",USA
597,Replicas,2.5,2.01,16528,"['Science Fiction', 'Drama', 'Thriller']",Canada
