,Title,User Rating,Letterboxd Rating,Letterboxd Rating Count,Genres,Country of Origin
598,The Jungle Book,4.0,3.61,155912,"['Adventure', 'Animation', 'Family']",USA
599,Beauty and the Beast,3.0,3.87,317234,"['Animation', 'Family', 'Fantasy', 'Romance']",USA
600,Home Alone: The Holiday Heist,2.5,1.32,9083,"['TV Movie', 'Comedy', 'Family']",Canada
601,Prisoners,4.5,4.24,661703,"['Drama', 'Crime', 'Thriller']",USA
602,Home Alone 4,2.5,1.28,24285,"['TV Movie', 'Family', 'Comedy']",USA
603,Child's Play 3,2.5,2.61,50090,"['Horror', 'Thriller']",USA
604,Frankenweenie,3.0,3.42,128442,"['Animation', 'Family', 'Comedy']",USA
605,Romeo and Juliet,2.5,3.44,24185,"['Drama', 'Romance']",Italy
606,Rebecca,3.0,2.54,53344,"['Mystery', 'Thriller', 'Romance', 'Drama']",UK
607,Morbius,3.0,1.84,205950,"['Fantasy', 'Science Fiction', 'Action']",USA
608,Fantastic Mr. Fox,4.0,4.25,750512,"['Comedy', 'Family', 'Animation', 'Adventure']",USA
609,Spirited Away,5.0,4.48,1124320,"['Fantasy', 'Animation', 'Family']",Japan
610,Operation Condor,4.0,3.51,8148,"['Adventure', 'Thriller', 'Action', 'Crime']",Hong Kong
611,Inception,5.0,4.18,1441511,"['Science Fiction', 'Action', 'Adventure']",UK
612,Curious George,4.5,3.33,27625,"['Animation', 'Family', 'Adventure', 'Comedy']",USA
613,Memories of Murder,5.0,4.31,280590,"['Crime', 'Drama', 'Thriller']",South Korea
614,Big Hero 6,5.0,3.79,569984,"['Family', 'Animation', 'Adventure', 'Comedy', 'Action']",USA
615,Everything Everywhere All at Once,4.5,4.41,1463303,"['Adventure', 'Action', 'Science Fiction']",USA
616,Bodies Bodies Bodies,4.5,3.45,358231,"['Thriller', 'Horror', 'Comedy']",USA
617,Armour of God,4.0,3.3,8768,"['Action', 'Adventure', 'Comedy']",Hong Kong
618,Unfriended,3.5,2.34,128416,"['Horror', 'Thriller', 'Mystery']",USA
619,Radio Rebel,2.5,2.18,25998,"['Comedy', 'Drama', 'TV Movie', 'Family']",Canada
620,Final Destination,4.5,3.16,180876,['Horror'],USA
621,Bullet Train,4.0,3.58,657277,"['Comedy', 'Action', 'Thriller']",USA
622,Dunkirk,4.5,3.78,840581,"['War', 'Drama', 'Action']",France
623,Police Story 2,4.5,3.53,22188,"['Thriller', 'Crime', 'Action']",Hong Kong
624,Close Encounters of the Third Kind,3.5,3.8,146862,"['Drama', 'Science Fiction']",USA
625,The Nun,3.0,2.19,168653,"['Thriller', 'Mystery', 'Horror']",USA
626,The Resort,2.0,1.17,5282,['Horror'],USA
627,Ittefaq,3.5,3.27,2918,"['Thriller', 'Mystery', 'Crime']",India
628,Law Abiding Citizen,4.0,3.28,63855,"['Crime', 'Thriller', 'Drama']",USA
629,Last Seen Alive,3.0,2.31,12822,"['Action', 'Thriller']",USA
630,Race,3.5,2.87,3119,"['Action', 'Thriller', 'Drama', 'Crime']",India
631,Us,4.5,3.74,905348,"['Horror', 'Mystery', 'Thriller']",USA
632,Thank God,3.0,2.28,1084,['Comedy'],India
633,Forrest Gump,4.0,4.13,1149405,"['Romance', 'Comedy', 'Drama']",USA
634,It,4.0,3.52,922294,"['Horror', 'Fantasy']",USA
635,Captain America: The First Avenger,4.0,3.32,704836,"['Science Fiction', 'Action', 'Adventure']",USA
636,Guardians of the Galaxy Vol. 2,4.0,3.56,895346,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",USA
637,The Evil Dead,4.0,3.71,267266,['Horror'],USA
638,Back to the Future Part II,4.0,3.84,407604,"['Adventure', 'Comedy', 'Science Fiction']",USA
639,Moneyball,4.0,3.83,298463,['Drama'],USA
640,Airplane!,4.0,3.81,244538,['Comedy'],USA
641,The Ring,4.0,3.33,192944,"['Horror', 'Mystery']",USA
642,She-Hulk: Attorney at Law,4.0,2.69,94210,['Comedy'],USA
643,Indiana Jones and the Temple of Doom,4.5,3.61,316783,"['Action', 'Adventure']",USA
644,22 Jump Street,4.0,3.32,295291,"['Crime', 'Action', 'Comedy']",USA
645,Predator,4.0,3.78,232519,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",USA
646,Independence Day,4.0,3.28,207093,"['Adventure', 'Action', 'Science Fiction']",USA
647,Final Destination 2,4.0,2.92,102136,"['Horror', 'Mystery']",USA
648,The Bourne Supremacy,4.0,3.53,139529,"['Thriller', 'Drama', 'Action']",Germany
649,Child's Play,4.0,3.36,146441,['Horror'],USA
650,Knowing,4.0,2.62,70947,"['Thriller', 'Science Fiction', 'Mystery', 'Action']",UK
651,Identity,4.0,3.36,74775,"['Thriller', 'Mystery']",USA
652,Devil,4.0,2.61,67184,"['Horror', 'Mystery', 'Thriller']",USA
653,The Dark Knight Rises,4.0,3.71,796948,"['Drama', 'Crime', 'Action', 'Thriller']",USA
654,Rumble in the Bronx,4.5,3.43,25053,"['Thriller', 'Crime', 'Comedy', 'Action']",Hong Kong
655,Ocean's Eleven,4.5,3.84,445345,"['Crime', 'Thriller']",USA
656,Doctor Strange in the Multiverse of Madness,3.5,3.14,882899,"['Action', 'Fantasy', 'Adventure']",USA
657,Commando,4.0,3.38,60871,"['Adventure', 'Thriller', 'Action']",USA
658,Elf,3.5,3.54,361147,"['Comedy', 'Fantasy', 'Family']",USA
659,Scooby-Doo! and the Legend of the Vampire,4.5,3.13,10776,"['Animation', 'Comedy', 'Music', 'Fantasy', 'Mystery', 'Family']",USA
660,Presumed Innocent,4.0,3.37,13782,"['Thriller', 'Mystery', 'Crime']",USA
661,Scooby-Doo,4.0,3.27,251384,"['Mystery', 'Comedy', 'Adventure']",USA
662,Star Wars: Episode III - Revenge of the Sith,4.5,3.68,660690,"['Action', 'Science Fiction', 'Adventure']",USA
663,The Invitation,4.0,3.32,147775,"['Horror', 'Thriller']",USA
664,Armageddon,3.5,3.0,128753,"['Adventure', 'Science Fiction', 'Action', 'Thriller']",USA
665,Drag Me to Hell,3.5,3.22,124080,"['Thriller', 'Horror']",USA
666,Mission: Impossible III,3.5,3.31,164637,"['Action', 'Thriller', 'Adventure']",USA
667,Air Force One,3.5,3.17,66475,"['Thriller', 'Action']",Germany
668,Insidious: Chapter 3,3.5,2.67,67106,"['Thriller', 'Horror', 'Mystery']",Canada
669,Deep Blue Sea,3.5,2.81,57799,"['Science Fiction', 'Action', 'Horror']",Australia
670,Airplane II: The Sequel,3.5,2.85,19118,['Comedy'],USA
671,The Weekend Away,3.5,2.46,32831,"['Thriller', 'Mystery']",UK
672,The Man from Toronto,3.5,2.5,33971,"['Comedy', 'Action', 'Adventure']",Canada
673,Passenger 57,3.5,2.81,12586,"['Thriller', 'Adventure', 'Action']",USA
674,True Memoirs of an International Assassin,3.5,2.25,9261,"['Comedy', 'Action']",USA
675,Halloween,3.5,3.9,457943,"['Thriller', 'Horror']",USA
676,Domestic Disturbance,3.5,2.48,5907,"['Mystery', 'Thriller', 'Crime']",USA
677,Just Cause,3.5,2.81,5965,"['Action', 'Drama', 'Mystery', 'Thriller']",USA
678,HIT: The First Case,3.5,3.34,2589,"['Thriller', 'Action', 'Drama']",India
679,Jurassic World Dominion,3.5,2.35,243349,"['Science Fiction', 'Adventure', 'Action']",USA
680,Poltergeist,4.0,3.56,174782,['Horror'],USA
681,Titanic,4.5,3.82,885625,"['Romance', 'Drama']",USA
682,Glass Onion,4.5,3.62,1080888,"['Crime', 'Comedy', 'Mystery']",USA
683,Govinda Naam Mera,3.5,2.77,1339,"['Romance', 'Comedy', 'Drama']",India
684,Dhol,3.5,3.07,919,['Comedy'],India
685,Drishyam,4.0,3.83,8342,"['Crime', 'Thriller', 'Mystery', 'Drama']",India
686,Ghost,3.5,3.44,107744,"['Mystery', 'Thriller', 'Romance', 'Drama', 'Fantasy']",USA
687,Terrifier,3.5,2.58,125527,"['Thriller', 'Horror']",USA
688,Paths of Glory,3.5,4.33,130678,"['Drama', 'War']",USA
689,Jurassic World: Fallen Kingdom,3.5,2.63,313493,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",USA
690,Unstoppable,4.0,3.26,56835,"['Action', 'Thriller']",USA
691,The Expendables 2,3.5,2.75,73706,"['Thriller', 'Action', 'Adventure']",Bulgaria
692,L.A. Confidential,4.5,3.97,172537,"['Crime', 'Thriller', 'Mystery']",USA
693,True Lies,4.0,3.53,89078,"['Action', 'Thriller']",USA
694,A Bug's Life,3.5,3.43,311491,"['Animation', 'Comedy', 'Family', 'Adventure']",USA
695,Dhoom 2,3.5,3.22,7119,"['Crime', 'Drama', 'Action', 'Thriller']",India
696,Dhoom,3.0,2.86,4753,"['Thriller', 'Action', 'Drama', 'Crime']",India
697,Dhoom 3,3.0,2.47,7544,"['Crime', 'Thriller', 'Action']",India
698,No Escape,3.5,3.08,25756,['Thriller'],USA
699,Coach Carter,4.0,3.64,77889,"['Drama', 'History']",Germany
700,Snakes on a Plane,3.5,2.45,58769,"['Action', 'Crime', 'Thriller', 'Adventure']",USA
701,Final Destination 3,3.5,3.0,107158,"['Horror', 'Mystery']",Canada
702,Project A,4.5,3.66,11406,"['Comedy', 'Action', 'Adventure']",Hong Kong
703,Phone Bhoot,2.5,2.58,1183,"['Horror', 'Comedy']",India
704,Singham Returns,3.5,2.21,2063,['Action'],India
705,Escape Plan,3.5,2.89,55930,"['Action', 'Thriller']",USA
706,Life Is Beautiful,4.5,4.25,232380,"['Comedy', 'Drama']",Italy
707,Rocky,4.0,4.02,329628,"['Romance', 'Drama']",USA
708,Krrish 3,2.5,2.04,4372,"['Science Fiction', 'Action']",India
709,Koi... Mil Gaya,3.5,3.13,5548,"['Drama', 'Action', 'Science Fiction']",India
710,Krrish,3.5,2.78,5704,"['Science Fiction', 'Action']",Hong Kong
711,Jab We Met,3.5,3.8,11565,"['Drama', 'Romance', 'Comedy']",India
712,Rocky II,4.5,3.69,126535,['Drama'],USA
713,Home Alone 3,4.0,2.09,67191,"['Family', 'Comedy']",USA
714,Night at the Museum,3.5,3.2,339457,"['Adventure', 'Fantasy', 'Action', 'Family', 'Comedy']",USA
715,Rocky IV,4.5,3.53,123353,['Drama'],USA
716,The Pale Blue Eye,3.0,3.09,103938,['Crime'],USA
717,Rocky V,3.5,2.44,75456,['Drama'],USA
718,Deion's Double Play,3.5,3.19,753,['Documentary'],USA
719,36 China Town,3.5,2.75,1072,"['Thriller', 'Comedy']",India
720,21 Jump Street,4.5,3.57,443908,"['Comedy', 'Crime', 'Action']",USA
721,Rocky III,4.5,3.42,114069,['Drama'],USA
722,42 to 1,4.0,3.37,716,['Documentary'],USA
723,Celtics/Lakers: Best of Enemies,4.5,3.98,1321,['Documentary'],USA
724,Drishyam 2,4.0,3.6,4241,"['Crime', 'Drama', 'Thriller', 'Mystery']",India
725,The Two Bills,4.0,3.41,633,['Documentary'],USA
726,Mr. India,4.0,3.44,1645,"['Science Fiction', 'Action', 'Drama']",India
727,Indiana Jones and the Kingdom of the Crystal Skull,3.5,2.6,248992,"['Adventure', 'Action']",USA
728,The Mummy,4.5,3.48,253864,"['Fantasy', 'Action', 'Adventure']",USA
729,Den of Thieves,3.5,3.19,46355,"['Crime', 'Thriller', 'Action']",USA
730,Skinamarink,3.0,2.99,91921,['Horror'],Canada
731,The Thing,5.0,4.33,443294,"['Science Fiction', 'Horror', 'Mystery']",Canada
732,Transformers,4.5,3.01,273562,"['Science Fiction', 'Adventure', 'Action']",USA
733,The Invisible Man,3.5,3.5,403889,"['Horror', 'Science Fiction', 'Thriller']",Australia
734,The Mummy Returns,4.5,2.93,128693,"['Action', 'Fantasy', 'Adventure']",USA
735,2025: The World Enslaved by a Virus,0.5,0.73,4204,"['Adventure', 'Science Fiction', 'Drama', 'Thriller']",USA
736,The Dictator,3.5,2.81,162865,['Comedy'],USA
737,Inglourious Basterds,5.0,4.3,1186103,"['Thriller', 'Drama', 'War']",France
738,Super Size Me,3.5,2.95,71132,['Documentary'],USA
739,The Fugitive,4.5,3.83,116626,"['Drama', 'Thriller', 'Action']",USA
740,White Men Can't Jump,3.5,3.45,45335,"['Comedy', 'Drama']",USA
741,The Happening,3.0,2.01,94226,"['Science Fiction', 'Thriller']",USA
742,Ford v Ferrari,4.5,3.9,371735,"['Drama', 'History', 'Action']",USA
743,Knock at the Cabin,3.5,3.04,204150,"['Thriller', 'Horror']",China
744,Rocky Balboa,3.5,3.45,82645,['Drama'],USA
745,U.S. Marshals,4.5,2.99,23528,"['Crime', 'Thriller', 'Action']",USA
746,Zoolander 2,3.5,2.08,61873,"['Action', 'Adventure', 'Comedy']",USA
747,The Little Mermaid,3.0,3.68,279409,"['Animation', 'Fantasy', 'Family']",USA
748,The Nightmare Before Christmas,4.0,3.98,549759,"['Animation', 'Family', 'Fantasy']",USA
749,Creed,4.5,3.81,308841,"['Drama', 'Action']",USA
750,The Avengers,4.5,3.68,977073,"['Science Fiction', 'Adventure', 'Action']",USA
751,Ant-Man and the Wasp: Quantumania,3.5,2.61,335264,"['Action', 'Adventure', 'Science Fiction']",USA
752,All Quiet on the Western Front,4.5,3.94,378076,"['War', 'Drama']",Germany
753,Psycho,4.5,4.29,536787,"['Drama', 'Thriller', 'Horror']",USA
754,The Falcon and the Winter Soldier,3.5,3.31,232430,['Drama'],USA
755,The Guardians of the Galaxy Holiday Special,3.5,3.37,165536,"['Science Fiction', 'Comedy', 'Adventure']",USA
756,Spider-Man: Homecoming,4.5,3.57,1054511,"['Science Fiction', 'Action', 'Adventure', 'Drama']",USA
757,Happy Gilmore,4.0,3.39,155050,['Comedy'],USA
758,Camp Rock,2.5,2.77,89989,"['Romance', 'TV Movie', 'Comedy', 'Family', 'Music', 'Drama']",USA
759,No Country for Old Men,5.0,4.28,733361,"['Drama', 'Thriller', 'Crime']",USA
760,Creed II,4.0,3.54,185401,"['Drama', 'Action']",USA
761,Christmas Twister,2.5,1.58,587,"['Drama', 'TV Movie', 'Action', 'Science Fiction']",USA
762,Super 8,3.5,3.43,187233,"['Science Fiction', 'Thriller', 'Mystery']",USA
763,Romeo + Juliet,3.0,3.39,260536,"['Drama', 'Romance']",Mexico
764,Captain Phillips,3.0,3.68,191460,"['Action', 'Thriller', 'Drama']",USA
765,Shrek 2,3.5,3.99,587276,"['Comedy', 'Fantasy', 'Family', 'Adventure', 'Animation']",USA
766,Scooby-Doo! The Mystery Begins,3.0,2.15,13398,"['Mystery', 'Comedy', 'Fantasy']",USA
767,Jumanji: Welcome to the Jungle,3.5,3.14,407429,"['Action', 'Comedy', 'Fantasy', 'Adventure']",USA
768,Insomnia,3.5,3.46,133349,"['Crime', 'Mystery', 'Thriller']",USA
769,Madagascar,3.5,3.41,340173,"['Family', 'Animation', 'Adventure', 'Comedy']",USA
770,The Black Phone,3.5,3.42,425590,"['Horror', 'Thriller']",USA
771,Apollo 13,4.5,3.73,121766,"['Adventure', 'History', 'Drama']",USA
772,Anacondas: The Hunt for the Blood Orchid,3.0,2.21,12647,"['Action', 'Fantasy', 'Adventure', 'Horror']",USA
773,Hercules,3.5,3.74,301003,"['Fantasy', 'Comedy', 'Romance', 'Adventure', 'Animation', 'Family']",USA
774,Ocean's Thirteen,3.5,3.3,158966,"['Crime', 'Thriller']",USA
775,In the Heat of the Night,3.5,3.94,43673,"['Thriller', 'Crime', 'Mystery', 'Drama']",USA
776,The Bone Collector,4.0,3.14,45388,"['Drama', 'Thriller', 'Mystery', 'Crime']",USA
777,Soul Plane,3.5,2.14,9033,"['Comedy', 'Romance']",USA
778,Conspiracy Theory,3.5,3.02,19300,"['Thriller', 'Action', 'Mystery', 'Drama']",USA
779,Tango & Cash,4.5,3.1,28436,"['Comedy', 'Action', 'Thriller', 'Adventure']",USA
780,The Big Brawl,3.5,2.78,2430,"['Comedy', 'Action']",Hong Kong
781,I Spy,3.5,2.29,11817,"['Comedy', 'Thriller', 'Action', 'Adventure']",USA
782,Poltergeist II: The Other Side,3.5,2.71,14786,"['Thriller', 'Horror']",USA
783,Man on a Ledge,3.5,2.8,24702,"['Thriller', 'Action', 'Crime']",USA
784,Killer Klowns from Outer Space,3.5,3.37,63484,"['Comedy', 'Horror', 'Science Fiction']",USA
785,City of God,5.0,4.46,330987,"['Crime', 'Drama']",Brazil
786,Poltergeist III,3.0,2.43,10169,"['Thriller', 'Horror']",USA
787,Lethal Weapon,4.0,3.67,100710,"['Thriller', 'Comedy', 'Adventure', 'Crime', 'Action']",USA
788,Spree,1.0,3.27,167514,"['Comedy', 'Thriller', 'Horror']",USA
789,Mamma Mia! Here We Go Again,3.5,3.53,236053,"['Romance', 'Comedy']",UK
790,Alvin and the Chipmunks: The Squeakquel,3.0,2.16,77455,"['Fantasy', 'Comedy', 'Animation', 'Music', 'Family']",USA
791,Alvin and the Chipmunks,3.5,2.47,149706,"['Animation', 'Fantasy', 'Family', 'Comedy']",USA
792,Contagion,3.0,3.34,194961,"['Drama', 'Science Fiction', 'Thriller']",USA
793,Barbie: Princess Charm School,4.0,4.02,31632,"['Fantasy', 'Animation', 'Family']",USA
794,Barbie and the Magic of Pegasus,3.5,3.65,24348,"['Animation', 'Family', 'Romance']",USA
795,The Frozen Ground,1.0,2.73,14382,"['Crime', 'Thriller']",USA
796,Barbie: A Fashion Fairytale,3.5,3.89,18849,"['Animation', 'Family']",USA
797,Hearts and Minds,4.0,4.11,4083,"['Documentary', 'War']",USA
798,The Commuter,3.5,2.85,57273,"['Action', 'Thriller', 'Mystery']",Canada
799,Barbie: A Fairy Secret,3.5,3.65,16288,"['Animation', 'Family', 'Fantasy']",USA
800,Stree,4.0,3.28,5721,"['Comedy', 'Horror']",India
801,Barbie: The Princess & The Popstar,3.0,3.41,17542,"['Family', 'Animation']",USA
802,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,3.0,3.68,342592,['Comedy'],UK
803,The Lego Movie,4.0,3.77,469864,"['Comedy', 'Fantasy', 'Family', 'Adventure', 'Animation']",Denmark
804,Four Falls of Buffalo,4.0,3.72,1706,['Documentary'],USA
805,House Shark,2.5,1.86,1259,"['Comedy', 'Horror']",USA
806,Greatest Events of World War II in Colour,4.5,4.16,1537,['Documentary'],UK
807,Cocaine Bear,4.0,3.0,244557,"['Thriller', 'Comedy', 'Crime']",USA
808,Aladdin,3.5,3.87,379228,"['Romance', 'Fantasy', 'Adventure', 'Animation', 'Family']",USA
809,The King's Man,4.0,2.83,173666,"['Adventure', 'Action', 'Thriller']",UK
810,Eyes Without a Face,4.0,3.9,69661,"['Thriller', 'Horror', 'Drama']",France
811,Creed III,4.5,3.66,155427,"['Drama', 'Action']",USA
812,Shaun of the Dead,4.0,3.98,507780,"['Comedy', 'Horror']",France
813,Nope,4.5,3.85,908603,"['Mystery', 'Science Fiction', 'Horror']",USA
814,Annabelle,3.5,2.44,146939,['Horror'],USA
815,Insidious: Chapter 2,4.0,3.04,109739,"['Horror', 'Thriller']",USA
816,Believeland,4.5,3.37,828,['Documentary'],USA
817,Eraser,4.0,2.81,23640,"['Drama', 'Thriller', 'Mystery', 'Action']",Canada
818,Once Upon a Time... in Hollywood,3.5,3.77,1200149,"['Thriller', 'Comedy', 'Drama']",China
819,Scream 2,4.0,3.38,271098,"['Horror', 'Mystery']",USA
820,The Mask,3.5,3.29,294033,"['Romance', 'Crime', 'Comedy', 'Fantasy']",USA
821,Sinister 2,4.0,2.46,47258,['Horror'],Canada
822,Happy Feet,4.0,2.88,176446,"['Comedy', 'Animation', 'Family']",Australia
823,Friday the 13th,3.5,3.11,181914,['Horror'],USA
824,Candyman,3.5,3.2,193397,"['Mystery', 'Thriller', 'Horror']",Canada
825,Scooby-Doo 2: Monsters Unleashed,3.5,3.13,125759,"['Comedy', 'Fantasy', 'Adventure', 'Mystery']",USA
826,Fear Street: 1978,3.5,3.5,223727,"['Mystery', 'Horror']",USA
827,Anger Management,3.5,2.74,70576,['Comedy'],USA
828,First Blood,3.5,3.75,131156,"['War', 'Action', 'Thriller', 'Adventure']",USA
829,State of Play,3.5,3.26,30545,['Thriller'],France
830,Beverly Hills Ninja,3.5,2.53,18351,"['Comedy', 'Action']",USA
831,The Gift,3.5,3.1,24591,"['Mystery', 'Thriller', 'Drama', 'Horror']",USA
832,Inferno,4.0,2.66,75557,"['Drama', 'Mystery', 'Action', 'Thriller']",Hungary
833,The Glass House,3.5,2.59,15654,"['Thriller', 'Drama']",USA
834,I Am Wrath,2.0,2.11,2970,"['Crime', 'Thriller', 'Action', 'Drama']",USA
835,Bigfoot vs. D.B. Cooper,2.0,1.44,297,['Horror'],USA
836,Bird Box,2.5,2.91,501054,"['Thriller', 'Drama', 'Science Fiction']",USA
837,Fear Street: 1666,3.0,3.45,191994,"['Mystery', 'Horror']",USA
838,Tremors: Shrieker Island,2.5,2.45,4074,"['Action', 'Horror']",USA
839,Lake Placid 2,2.5,1.71,2259,"['Science Fiction', 'Horror']",Canada
840,A Good Day to Die Hard,2.0,1.87,53970,"['Thriller', 'Action']",USA
841,6-Headed Shark Attack,2.5,1.77,1316,"['Science Fiction', 'TV Movie', 'Action', 'Horror']",USA
842,Ice Age: Continental Drift,2.5,2.69,113709,"['Comedy', 'Adventure', 'Animation', 'Family']",USA
843,Anacondas: Trail of Blood,2.5,1.42,2803,"['Fantasy', 'Adventure', 'Horror', 'Action']",USA
844,Tremors: A Cold Day in Hell,2.5,2.18,4543,"['Comedy', 'Horror', 'Science Fiction', 'Action', 'Adventure', 'Fantasy']",USA
845,Twins,2.5,2.92,48321,['Comedy'],USA
846,Anaconda 3: Offspring,2.5,1.45,3245,"['Action', 'Adventure', 'Fantasy', 'Horror']",USA
847,The Jurassic Games,2.5,1.87,1829,"['Science Fiction', 'Horror', 'Action']",USA
848,Tremors 5: Bloodlines,3.0,2.33,5212,"['Adventure', 'Action', 'Horror', 'Comedy', 'Science Fiction']",USA
849,Tenet,4.5,3.42,713070,"['Science Fiction', 'Action', 'Thriller']",UK
850,Fight Club,5.0,4.3,1562481,"['Drama', 'Comedy', 'Thriller']",USA
851,Agatha and the Midnight Murders,2.5,2.68,319,"['Mystery', 'TV Movie']",UK
852,Jungle Cruise,3.0,2.88,149700,"['Fantasy', 'Action', 'Adventure']",USA
853,Crawl,3.0,2.96,114803,"['Action', 'Thriller', 'Horror']",Canada
854,The Guilty,3.0,2.93,208957,"['Drama', 'Thriller']",USA
855,Point Break,3.0,3.7,150159,"['Action', 'Crime', 'Thriller']",Japan
856,The Parent Trap,3.0,3.71,275355,"['Comedy', 'Family']",USA
857,Grown Ups,3.0,2.87,207536,['Comedy'],USA
858,Annabelle: Creation,3.0,3.03,121077,"['Thriller', 'Mystery', 'Horror']",USA
859,Friday the 13th Part 2,3.0,3.1,81763,['Horror'],USA
860,Annabelle Comes Home,3.0,2.64,98970,"['Thriller', 'Horror', 'Mystery']",USA
861,The Final Destination,3.0,2.21,78378,"['Horror', 'Mystery']",USA
862,Reservoir Dogs,3.5,4.11,674991,"['Crime', 'Thriller']",USA
863,Murder Mystery 2,3.5,2.66,100720,"['Comedy', 'Crime']",USA
864,Piranha 3DD,2.0,1.68,17642,"['Comedy', 'Thriller', 'Horror']",USA
865,The Man,3.0,2.28,4681,"['Crime', 'Action', 'Comedy']",USA
866,American Beauty,4.0,3.94,526427,['Drama'],USA
867,Lake Placid vs. Anaconda,2.0,1.47,2208,"['Horror', 'Action']",USA
868,Skyscraper,3.0,2.38,73933,"['Thriller', 'Action']",USA
869,The Ninth Gate,3.0,3.09,50338,"['Mystery', 'Thriller', 'Horror']",Spain
870,Escape Room,2.0,1.58,8715,"['Thriller', 'Horror']",USA
871,Due Date,3.0,2.83,99470,"['Comedy', 'Drama']",USA
872,Django Unchained,4.5,4.21,1118899,"['Western', 'Drama']",USA
873,Being John Malkovich,4.0,3.99,259687,"['Drama', 'Fantasy', 'Comedy']",USA
874,The Hateful Eight,3.5,3.87,567841,"['Drama', 'Mystery', 'Western']",USA
875,Good Will Hunting,4.5,4.24,695678,['Drama'],USA
876,The Super Mario Bros. Movie,4.0,3.51,465358,"['Adventure', 'Comedy', 'Family', 'Animation', 'Fantasy']",Japan
877,1408,3.5,3.18,92781,"['Horror', 'Thriller', 'Mystery']",USA
878,The Shawshank Redemption,5.0,4.49,873544,"['Drama', 'Crime']",USA
879,The Spy Next Door,3.0,2.3,24195,"['Action', 'Comedy', 'Family']",USA
880,The Truman Show,4.5,4.2,1210475,"['Comedy', 'Drama']",USA
881,Toy Story 4,3.5,3.5,515189,"['Family', 'Fantasy', 'Comedy', 'Animation', 'Adventure']",USA
882,Toy Story,4.5,4.13,839747,"['Animation', 'Adventure', 'Comedy', 'Family']",USA
883,Paddington,4.0,3.81,289540,"['Adventure', 'Comedy', 'Family']",France
884,Toy Story 2,4.0,3.92,581913,"['Comedy', 'Animation', 'Family']",USA
885,Night at the Museum: Secret of the Tomb,3.0,2.75,97938,"['Comedy', 'Fantasy', 'Family', 'Adventure']",UK
886,The SpongeBob Movie: Sponge on the Run,3.0,2.64,43888,"['Family', 'Fantasy', 'Comedy', 'Adventure', 'Animation']",South Korea
887,The Midnight Sky,1.0,2.51,59732,"['Science Fiction', 'Drama']",USA
888,Ratatouille,4.0,4.19,1046811,"['Fantasy', 'Family', 'Comedy', 'Animation']",USA
889,Gravity,1.5,3.48,479953,"['Science Fiction', 'Thriller', 'Drama']",UK
890,Planet of the Sharks,1.5,1.39,889,"['Action', 'Horror', 'Science Fiction']",USA
891,Ice Sharks,2.0,1.55,791,"['Adventure', 'TV Movie', 'Horror', 'Action', 'Science Fiction']",USA
892,Empire of the Sharks,1.5,1.66,412,"['Science Fiction', 'Action']",USA
893,The Babadook,2.5,3.43,325681,"['Horror', 'Drama']",Australia
894,Wings of Desire,3.0,4.22,71051,"['Romance', 'Fantasy', 'Drama']",France
895,Brazen,2.0,1.61,7811,"['Drama', 'Thriller', 'Mystery']",USA
896,Jaws 3-D,2.5,1.81,27310,"['Horror', 'Thriller']",USA
897,Hero and the Terror,2.0,2.48,1357,"['Romance', 'Drama', 'Crime', 'Thriller', 'Action']",USA
898,Booksmart,2.5,3.82,520314,['Comedy'],USA
899,Captain Marvel,3.0,2.88,755522,"['Science Fiction', 'Action', 'Adventure']",USA
900,Fantastic Four,2.5,1.43,125642,"['Science Fiction', 'Adventure', 'Action']",UK
901,Terminator Salvation,2.0,2.52,90415,"['Science Fiction', 'Action', 'Thriller']",Germany
902,World War Z,2.5,3.1,367258,"['Science Fiction', 'Drama', 'Thriller', 'Action', 'Horror']",Malta
903,Jaws: The Revenge,2.5,1.53,25703,"['Horror', 'Thriller', 'Adventure']",USA
904,ABCD 2,2.5,2.3,1840,['Music'],India
905,First Kill,2.5,2.22,2774,"['Thriller', 'Action', 'Crime']",USA
906,Snitch,2.5,2.68,15074,"['Action', 'Thriller', 'Drama']",USA
907,The Mummy: Tomb of the Dragon Emperor,3.0,2.2,64127,"['Fantasy', 'Adventure', 'Action']",Canada
908,Thor,3.0,2.87,647489,"['Fantasy', 'Action', 'Adventure']",USA
909,Thir13en Ghosts,2.5,2.71,46284,"['Thriller', 'Horror']",Canada
910,She's the Man,3.0,3.35,153194,"['Romance', 'Drama', 'Comedy']",USA
911,Terminator 3: Rise of the Machines,3.5,2.63,109207,"['Action', 'Thriller', 'Science Fiction']",Germany
912,Jingle All the Way,3.0,2.83,92708,"['Family', 'Adventure', 'Comedy']",USA
913,Cop Out,3.0,2.12,21953,"['Comedy', 'Crime', 'Action']",USA
914,The Fly II,3.0,2.63,11336,"['Thriller', 'Horror', 'Science Fiction']",Canada
915,The Hurt Locker,3.5,3.68,165455,"['Drama', 'Thriller', 'War']",USA
916,A Thousand Words,3.0,2.37,16298,"['Comedy', 'Drama']",USA
917,Dumb and Dumber,3.5,3.32,188856,['Comedy'],USA
