,Statistic,User Rating,Letterboxd Rating,Letterboxd Rating Count
0,Mean,3.623076923076923,3.100912820512821,221726.71076923076
1,Standard Deviation,0.7198639282431074,0.6889806531690246,313726.10226064955
2,Variation,0.5221641025641022,-0.5221641025641022,N/A
