,Title,User Rating,Letterboxd Rating,Letterboxd Rating Count,Genres,Country of Origin
593,Replicas,2.5,2.01,16718,"['Science Fiction', 'Drama', 'Thriller']",Canada
594,The Jungle Book,4.0,3.61,158489,"['Adventure', 'Animation', 'Family']",USA
595,Frankenweenie,3.0,3.42,130281,"['Animation', 'Family', 'Comedy']",USA
596,Rebecca,3.0,2.54,53751,"['Mystery', 'Thriller', 'Romance', 'Drama']",UK
597,Fantastic Mr. Fox,4.0,4.25,774209,"['Comedy', 'Family', 'Animation', 'Adventure']",USA
598,Radio Rebel,2.5,2.18,26545,"['Comedy', 'Drama', 'TV Movie', 'Family']",Canada
599,Curious George,4.5,3.34,28241,"['Animation', 'Family', 'Adventure', 'Comedy']",USA
600,Morbius,3.0,1.83,210153,"['Fantasy', 'Science Fiction', 'Action']",USA
601,Spirited Away,5.0,4.48,1149776,"['Fantasy', 'Animation', 'Family']",Japan
602,Armour of God,4.0,3.3,8882,"['Comedy', 'Action', 'Adventure']",Hong Kong
603,Memories of Murder,5.0,4.31,285736,"['Crime', 'Drama', 'Thriller']",South Korea
604,Operation Condor,4.0,3.5,8243,"['Adventure', 'Thriller', 'Action', 'Crime']",Hong Kong
605,Big Hero 6,5.0,3.79,582503,"['Family', 'Animation', 'Adventure', 'Comedy', 'Action']",USA
606,Inception,5.0,4.18,1468640,"['Science Fiction', 'Action', 'Adventure']",UK
607,Final Destination,4.5,3.17,184563,['Horror'],USA
608,Everything Everywhere All at Once,4.5,4.4,1506326,"['Adventure', 'Action', 'Science Fiction']",USA
609,Bodies Bodies Bodies,4.5,3.45,368802,"['Thriller', 'Horror', 'Comedy']",USA
610,Police Story 2,4.5,3.53,22497,"['Thriller', 'Crime', 'Action']",Hong Kong
611,Unfriended,3.5,2.34,130455,"['Horror', 'Thriller', 'Mystery']",USA
612,Bullet Train,4.0,3.59,677578,"['Comedy', 'Action', 'Thriller']",USA
613,Dunkirk,4.5,3.78,852491,"['War', 'Drama', 'Action']",France
614,Us,4.5,3.74,920520,"['Horror', 'Mystery', 'Thriller']",USA
615,The Nun,3.0,2.19,171904,"['Thriller', 'Mystery', 'Horror']",USA
616,Close Encounters of the Third Kind,3.5,3.8,148762,"['Drama', 'Science Fiction']",USA
617,The Resort,2.0,1.17,5391,['Horror'],USA
618,Last Seen Alive,3.0,2.31,13083,"['Action', 'Thriller']",USA
619,Law Abiding Citizen,4.0,3.29,64846,"['Crime', 'Thriller', 'Drama']",USA
620,Race,3.5,2.88,3176,"['Action', 'Thriller', 'Drama', 'Crime']",India
621,Ittefaq,3.5,3.27,2983,"['Thriller', 'Mystery', 'Crime']",India
622,Thank God,3.0,2.27,1119,['Comedy'],India
623,Forrest Gump,4.0,4.13,1173338,"['Romance', 'Comedy', 'Drama']",USA
624,Guardians of the Galaxy Vol. 2,4.0,3.56,917365,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",USA
625,It,4.0,3.52,939466,"['Horror', 'Fantasy']",USA
626,Captain America: The First Avenger,4.0,3.32,718100,"['Science Fiction', 'Action', 'Adventure']",USA
627,The Evil Dead,4.0,3.71,273750,['Horror'],USA
628,Back to the Future Part II,4.0,3.84,414846,"['Adventure', 'Comedy', 'Science Fiction']",USA
629,Indiana Jones and the Temple of Doom,4.5,3.61,327597,"['Action', 'Adventure']",USA
630,Moneyball,4.0,3.83,304603,['Drama'],USA
631,Airplane!,4.0,3.81,248513,['Comedy'],USA
632,22 Jump Street,4.0,3.32,300050,"['Crime', 'Action', 'Comedy']",USA
633,Predator,4.0,3.78,235985,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",USA
634,The Ring,4.0,3.33,196698,"['Horror', 'Mystery']",USA
635,Independence Day,4.0,3.29,209679,"['Adventure', 'Action', 'Science Fiction']",USA
636,Child's Play,4.0,3.37,148797,['Horror'],USA
637,She-Hulk: Attorney at Law,4.0,2.68,96474,['Comedy'],USA
638,Commando,4.0,3.39,62019,"['Adventure', 'Thriller', 'Action']",USA
639,Identity,4.0,3.36,76102,"['Thriller', 'Mystery']",USA
640,The Bourne Supremacy,4.0,3.53,141303,"['Thriller', 'Drama', 'Action']",Germany
641,Final Destination 2,4.0,2.92,104187,"['Horror', 'Mystery']",USA
642,Knowing,4.0,2.63,72106,"['Thriller', 'Science Fiction', 'Mystery', 'Action']",UK
643,"Game Over, Man!",4.0,2.43,27667,"['Comedy', 'Action']",USA
644,Unstoppable,4.0,3.26,57578,"['Action', 'Thriller']",USA
645,Rumble in the Bronx,4.5,3.43,25584,"['Thriller', 'Crime', 'Comedy', 'Action']",Hong Kong
646,Devil,4.0,2.62,68110,"['Horror', 'Mystery', 'Thriller']",USA
647,Presumed Innocent,4.0,3.37,13963,"['Thriller', 'Mystery', 'Crime']",USA
648,Scooby-Doo! and the Legend of the Vampire,4.5,3.14,11001,"['Animation', 'Comedy', 'Music', 'Fantasy', 'Mystery', 'Family']",USA
649,Doctor Strange in the Multiverse of Madness,3.5,3.13,904012,"['Action', 'Fantasy', 'Adventure']",USA
650,The Dark Knight Rises,4.0,3.71,811291,"['Drama', 'Crime', 'Action', 'Thriller']",USA
651,Scooby-Doo,4.0,3.27,256475,"['Mystery', 'Comedy', 'Adventure']",USA
652,Ocean's Eleven,4.5,3.84,453588,"['Crime', 'Thriller']",USA
653,Star Wars: Episode III - Revenge of the Sith,4.5,3.69,674678,"['Action', 'Science Fiction', 'Adventure']",USA
654,The Invitation,4.0,3.32,148977,"['Horror', 'Thriller']",USA
655,Mission: Impossible III,3.5,3.32,168642,"['Action', 'Thriller', 'Adventure']",USA
656,Drag Me to Hell,3.5,3.22,125602,"['Thriller', 'Horror']",USA
657,Armageddon,3.5,3.0,130545,"['Adventure', 'Science Fiction', 'Action', 'Thriller']",USA
658,Final Destination 3,3.5,3.0,109337,"['Horror', 'Mystery']",Canada
659,Elf,3.5,3.54,366269,"['Comedy', 'Fantasy', 'Family']",USA
660,Terrifier,3.5,2.58,129627,"['Thriller', 'Horror']",USA
661,Ghost,3.5,3.44,109307,"['Mystery', 'Thriller', 'Romance', 'Drama', 'Fantasy']",USA
662,The Expendables 2,3.5,2.75,74670,"['Thriller', 'Action', 'Adventure']",Bulgaria
663,Insidious: Chapter 3,3.5,2.67,68702,"['Thriller', 'Horror', 'Mystery']",Canada
664,Air Force One,3.5,3.17,67342,"['Thriller', 'Action']",Germany
665,Snakes on a Plane,3.5,2.45,59424,"['Action', 'Crime', 'Thriller', 'Adventure']",USA
666,The Weekend Away,3.5,2.46,33161,"['Thriller', 'Mystery']",UK
667,Home Alone 3,4.0,2.09,68050,"['Family', 'Comedy']",USA
668,Deep Blue Sea,3.5,2.81,58640,"['Science Fiction', 'Action', 'Horror']",Australia
669,Escape Plan,3.5,2.9,56659,"['Action', 'Thriller']",USA
670,The Man from Toronto,3.5,2.51,34665,"['Comedy', 'Action', 'Adventure']",Canada
671,Airplane II: The Sequel,3.5,2.85,19377,['Comedy'],USA
672,Passenger 57,3.5,2.81,12713,"['Thriller', 'Adventure', 'Action']",USA
673,Domestic Disturbance,3.5,2.48,5968,"['Mystery', 'Thriller', 'Crime']",USA
674,True Memoirs of an International Assassin,3.5,2.25,9380,"['Comedy', 'Action']",USA
675,Just Cause,3.5,2.81,6087,"['Action', 'Drama', 'Mystery', 'Thriller']",USA
676,Halloween,3.5,3.9,463489,"['Thriller', 'Horror']",USA
677,Govinda Naam Mera,3.5,2.77,1368,"['Romance', 'Comedy', 'Drama']",India
678,Night at the Museum,3.5,3.21,346051,"['Adventure', 'Fantasy', 'Action', 'Family', 'Comedy']",USA
679,Jurassic World Dominion,3.5,2.35,248161,"['Science Fiction', 'Adventure', 'Action']",USA
680,HIT: The First Case,3.5,3.34,2640,"['Thriller', 'Action', 'Drama']",India
681,Poltergeist,4.0,3.56,176745,['Horror'],USA
682,Jurassic World: Fallen Kingdom,3.5,2.63,318114,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",USA
683,Glass Onion,4.5,3.61,1105765,"['Crime', 'Comedy', 'Mystery']",USA
684,Titanic,4.5,3.82,903978,"['Romance', 'Drama']",USA
685,Drishyam,4.0,3.83,8514,"['Mystery', 'Crime', 'Thriller', 'Drama']",India
686,True Lies,4.0,3.53,90679,"['Action', 'Thriller']",USA
687,Dhol,3.5,3.09,948,['Comedy'],India
688,Paths of Glory,3.5,4.33,132375,"['Drama', 'War']",USA
689,A Bug's Life,3.5,3.43,316904,"['Animation', 'Comedy', 'Family', 'Adventure']",USA
690,Dhoom,3.0,2.86,4844,"['Thriller', 'Action', 'Drama', 'Crime']",India
691,Dhoom 3,3.0,2.46,7690,"['Crime', 'Thriller', 'Action']",India
692,Dhoom 2,3.5,3.23,7282,"['Crime', 'Drama', 'Action', 'Thriller']",India
693,Project A,4.5,3.66,10657,"['Comedy', 'Action', 'Adventure']",Hong Kong
694,No Escape,3.5,3.08,26174,['Thriller'],USA
695,L.A. Confidential,4.5,3.97,174666,"['Crime', 'Thriller', 'Mystery']",USA
696,Phone Bhoot,2.5,2.57,1204,"['Horror', 'Comedy']",India
697,Singham Returns,3.5,2.21,2103,['Action'],India
698,Krrish 3,2.5,2.04,4484,"['Science Fiction', 'Action']",India
699,Krrish,3.5,2.78,5852,"['Science Fiction', 'Action']",Hong Kong
700,Coach Carter,4.0,3.65,81340,"['Drama', 'History']",Germany
701,Life Is Beautiful,4.5,4.26,236319,"['Comedy', 'Drama']",Italy
702,Koi... Mil Gaya,3.5,3.13,5678,"['Drama', 'Action', 'Science Fiction']",India
703,Jab We Met,3.5,3.8,11855,"['Drama', 'Romance', 'Comedy']",India
704,Rocky II,4.5,3.69,129290,['Drama'],USA
705,Rocky,4.0,4.02,336441,"['Romance', 'Drama']",USA
706,Rocky III,4.5,3.42,116400,['Drama'],USA
707,The Pale Blue Eye,3.0,3.09,106135,['Crime'],USA
708,Rocky IV,4.5,3.53,125833,['Drama'],USA
709,21 Jump Street,4.5,3.58,451606,"['Comedy', 'Crime', 'Action']",USA
710,36 China Town,3.5,2.75,1099,"['Thriller', 'Comedy']",India
711,Celtics/Lakers: Best of Enemies,4.5,3.98,1339,['Documentary'],USA
712,Drishyam 2,4.0,3.6,4391,"['Crime', 'Drama', 'Thriller', 'Mystery']",India
713,42 to 1,4.0,3.37,733,['Documentary'],USA
714,Mr. India,4.0,3.44,1773,"['Science Fiction', 'Action', 'Drama']",India
715,Deion's Double Play,3.5,3.19,770,['Documentary'],USA
716,Rocky V,3.5,2.44,76891,['Drama'],USA
717,The Two Bills,4.0,3.41,638,['Documentary'],USA
718,The Mummy,4.5,3.48,258245,"['Fantasy', 'Action', 'Adventure']",USA
719,Indiana Jones and the Kingdom of the Crystal Skull,3.5,2.6,255660,"['Adventure', 'Action']",USA
720,Den of Thieves,3.5,3.19,46804,"['Crime', 'Thriller', 'Action']",USA
721,The Thing,5.0,4.33,451010,"['Science Fiction', 'Horror', 'Mystery']",Canada
722,Transformers,4.5,3.03,282713,"['Science Fiction', 'Adventure', 'Action']",USA
723,2025: The World Enslaved by a Virus,0.5,0.73,4300,"['Adventure', 'Science Fiction', 'Drama', 'Thriller']",USA
724,The Mummy Returns,4.5,2.94,130634,"['Action', 'Fantasy', 'Adventure']",USA
725,Skinamarink,3.0,2.99,94132,['Horror'],Canada
726,Super Size Me,3.5,2.95,71773,['Documentary'],USA
727,Zoolander 2,3.5,2.08,62746,"['Comedy', 'Action', 'Adventure']",USA
728,The Invisible Man,3.5,3.5,408358,"['Horror', 'Science Fiction', 'Thriller']",Australia
729,The Dictator,3.5,2.82,166271,['Comedy'],USA
730,Inglourious Basterds,5.0,4.3,1208629,"['Thriller', 'Drama', 'War']",France
731,The Fugitive,4.5,3.83,117993,"['Drama', 'Thriller', 'Action']",USA
732,White Men Can't Jump,3.5,3.46,47984,"['Comedy', 'Drama']",USA
733,The Happening,3.0,2.01,95444,"['Science Fiction', 'Thriller']",USA
734,The Little Mermaid,3.0,3.68,292810,"['Animation', 'Fantasy', 'Family']",USA
735,Ford v Ferrari,4.5,3.9,379239,"['Drama', 'History', 'Action']",USA
736,Knock at the Cabin,3.5,3.03,212284,"['Horror', 'Thriller', 'Mystery']",China
737,U.S. Marshals,4.5,2.99,23761,"['Crime', 'Thriller', 'Action']",USA
738,Rocky Balboa,3.5,3.45,84055,['Drama'],USA
739,The Nightmare Before Christmas,4.0,3.98,559473,"['Animation', 'Family', 'Fantasy']",USA
740,Creed,4.5,3.81,314970,"['Drama', 'Action']",USA
741,Spider-Man: Homecoming,4.5,3.57,1079788,"['Science Fiction', 'Action', 'Adventure', 'Drama']",USA
742,The Guardians of the Galaxy Holiday Special,3.5,3.37,170167,"['Science Fiction', 'Comedy', 'Adventure']",USA
743,The Falcon and the Winter Soldier,3.5,3.31,236263,['Drama'],USA
744,Ant-Man and the Wasp: Quantumania,3.5,2.58,382291,"['Action', 'Adventure', 'Science Fiction']",USA
745,Psycho,4.5,4.29,545607,"['Drama', 'Thriller', 'Horror']",USA
746,The Avengers,4.5,3.68,996247,"['Science Fiction', 'Adventure', 'Action']",USA
747,No Country for Old Men,5.0,4.28,745581,"['Drama', 'Thriller', 'Crime']",USA
748,Creed II,4.0,3.54,189701,"['Drama', 'Action']",USA
749,All Quiet on the Western Front,4.5,3.95,387737,"['War', 'Drama']",Germany
750,Happy Gilmore,4.0,3.39,158089,['Comedy'],USA
751,Super 8,3.5,3.43,189177,"['Science Fiction', 'Thriller', 'Mystery']",USA
752,Camp Rock,2.5,2.77,91882,"['Romance', 'TV Movie', 'Comedy', 'Family', 'Music', 'Drama']",USA
753,Christmas Twister,2.5,1.6,591,"['Drama', 'TV Movie', 'Action', 'Science Fiction']",USA
754,Romeo + Juliet,3.0,3.39,264788,"['Drama', 'Romance']",Mexico
755,Captain Phillips,3.0,3.68,194331,"['Action', 'Thriller', 'Drama']",USA
756,Scooby-Doo! The Mystery Begins,3.0,2.15,13686,"['Mystery', 'Comedy', 'Fantasy']",USA
757,The Black Phone,3.5,3.41,434861,"['Horror', 'Thriller']",USA
758,Shrek 2,3.5,3.99,601380,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']",USA
759,Jumanji: Welcome to the Jungle,3.5,3.14,414983,"['Action', 'Comedy', 'Fantasy', 'Adventure']",USA
760,Hercules,3.5,3.75,307336,"['Fantasy', 'Comedy', 'Romance', 'Adventure', 'Animation', 'Family']",USA
761,Anacondas: The Hunt for the Blood Orchid,3.0,2.21,12847,"['Action', 'Fantasy', 'Adventure', 'Horror']",USA
762,Ocean's Thirteen,3.5,3.3,161184,"['Crime', 'Thriller']",USA
763,Insomnia,3.5,3.46,135296,"['Crime', 'Mystery', 'Thriller']",USA
764,Apollo 13,4.5,3.73,123230,"['Adventure', 'History', 'Drama']",USA
765,In the Heat of the Night,3.5,3.94,44500,"['Thriller', 'Crime', 'Mystery', 'Drama']",USA
766,Madagascar,3.5,3.41,347769,"['Family', 'Animation', 'Adventure', 'Comedy']",USA
767,I Spy,3.5,2.29,11902,"['Comedy', 'Thriller', 'Action', 'Adventure']",USA
768,Soul Plane,3.5,2.14,9137,"['Comedy', 'Romance']",USA
769,The Big Brawl,3.5,2.78,2455,"['Comedy', 'Action']",Hong Kong
770,Tango & Cash,4.5,3.1,28767,"['Comedy', 'Adventure', 'Action', 'Thriller']",USA
771,The Bone Collector,4.0,3.14,46268,"['Thriller', 'Mystery', 'Crime', 'Drama']",USA
772,Killer Klowns from Outer Space,3.5,3.37,64582,"['Comedy', 'Horror', 'Science Fiction']",USA
773,Man on a Ledge,3.5,2.8,25009,"['Thriller', 'Action', 'Crime']",USA
774,Conspiracy Theory,3.5,3.02,19562,"['Action', 'Mystery', 'Drama', 'Thriller']",USA
775,Poltergeist II: The Other Side,3.5,2.71,14960,"['Thriller', 'Horror']",USA
776,Lethal Weapon,4.0,3.67,101690,"['Comedy', 'Thriller', 'Adventure', 'Crime', 'Action']",USA
777,Poltergeist III,3.0,2.43,10301,"['Thriller', 'Horror']",USA
778,City of God,5.0,4.46,338184,"['Crime', 'Drama']",Brazil
779,Hearts and Minds,4.0,4.11,4141,"['Documentary', 'War']",USA
780,The Commuter,3.5,2.85,57797,"['Action', 'Thriller', 'Mystery']",Canada
781,Spree,1.0,3.26,169940,"['Comedy', 'Thriller', 'Horror']",USA
782,Mamma Mia! Here We Go Again,3.5,3.53,239784,"['Romance', 'Comedy']",UK
783,Alvin and the Chipmunks,3.5,2.48,152979,"['Comedy', 'Animation', 'Fantasy', 'Family']",USA
784,The Frozen Ground,1.0,2.73,14515,"['Crime', 'Thriller']",USA
785,Alvin and the Chipmunks: The Squeakquel,3.0,2.17,79158,"['Fantasy', 'Comedy', 'Animation', 'Music', 'Family']",USA
786,Contagion,3.0,3.34,196487,"['Drama', 'Science Fiction', 'Thriller']",USA
787,Barbie and the Magic of Pegasus,3.5,3.66,25046,"['Animation', 'Family', 'Romance']",USA
788,Barbie: Princess Charm School,4.0,4.02,32910,"['Fantasy', 'Animation', 'Family']",USA
789,Barbie: A Fashion Fairytale,3.5,3.89,19541,"['Animation', 'Family']",USA
790,Barbie: The Princess & The Popstar,3.0,3.41,18166,"['Animation', 'Family']",USA
791,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,3.0,3.68,347796,['Comedy'],UK
792,Barbie: A Fairy Secret,3.5,3.65,16913,"['Family', 'Animation', 'Fantasy']",USA
793,Stree,4.0,3.28,5916,"['Comedy', 'Horror']",India
794,The Lego Movie,4.0,3.77,480003,"['Comedy', 'Fantasy', 'Family', 'Adventure', 'Animation']",Denmark
795,Greatest Events of World War II in Colour,4.5,4.16,1584,['Documentary'],UK
796,Creed III,4.5,3.64,170315,"['Drama', 'Action']",USA
797,Four Falls of Buffalo,4.0,3.72,1733,['Documentary'],USA
798,House Shark,2.5,1.88,1298,"['Comedy', 'Horror']",USA
799,Eyes Without a Face,4.0,3.9,70781,"['Thriller', 'Horror', 'Drama']",France
800,Aladdin,3.5,3.87,386240,"['Romance', 'Fantasy', 'Adventure', 'Animation', 'Family']",USA
801,Annabelle,3.5,2.45,149780,['Horror'],USA
802,Nope,4.5,3.84,930407,"['Mystery', 'Science Fiction', 'Horror']",USA
803,Shaun of the Dead,4.0,3.98,515662,"['Comedy', 'Horror']",France
804,Cocaine Bear,4.0,2.99,254236,"['Thriller', 'Comedy', 'Crime']",USA
805,Sinister 2,4.0,2.47,48037,['Horror'],Canada
806,Insidious: Chapter 2,4.0,3.04,112350,"['Horror', 'Thriller']",USA
807,The King's Man,4.0,2.84,176595,"['Adventure', 'Action', 'Thriller']",UK
808,Believeland,4.5,3.37,839,['Documentary'],USA
809,Fear Street: 1978,3.5,3.51,227065,"['Mystery', 'Horror']",USA
810,Scream 2,4.0,3.38,277145,"['Horror', 'Mystery']",USA
811,Once Upon a TimeÉ in Hollywood,3.5,3.77,1221173,"['Thriller', 'Comedy', 'Drama']",China
812,Candyman,3.5,3.2,195905,"['Mystery', 'Thriller', 'Horror']",Canada
813,Inferno,4.0,2.66,76329,"['Drama', 'Mystery', 'Action', 'Thriller']",Hungary
814,Eraser,4.0,2.81,23961,"['Drama', 'Thriller', 'Mystery', 'Action']",Canada
815,Scooby-Doo 2: Monsters Unleashed,3.5,3.14,128044,"['Comedy', 'Adventure', 'Fantasy', 'Mystery']",USA
816,First Blood,3.5,3.75,133035,"['War', 'Action', 'Thriller', 'Adventure']",USA
817,Friday the 13th,3.5,3.11,184889,['Horror'],USA
818,The Mask,3.5,3.3,299324,"['Romance', 'Crime', 'Comedy', 'Fantasy']",USA
819,Happy Feet,4.0,2.88,179733,"['Comedy', 'Animation', 'Family']",Australia
820,Anger Management,3.5,2.74,71511,['Comedy'],USA
821,The Gift,3.5,3.1,24970,"['Mystery', 'Thriller', 'Drama', 'Horror']",USA
822,The Glass House,3.5,2.59,15877,"['Thriller', 'Drama']",USA
823,Beverly Hills Ninja,3.5,2.54,18544,"['Comedy', 'Action']",USA
824,State of Play,3.5,3.26,30754,['Thriller'],France
825,Fear Street: 1666,3.0,3.45,194689,"['Mystery', 'Horror']",USA
826,Lake Placid 2,2.5,1.71,2308,"['Science Fiction', 'Horror']",Canada
827,Tremors: A Cold Day in Hell,2.5,2.18,4427,"['Comedy', 'Horror', 'Science Fiction', 'Action', 'Adventure', 'Fantasy']",USA
828,Bird Box,2.5,2.91,509028,"['Thriller', 'Drama', 'Science Fiction']",USA
829,Tremors: Shrieker Island,2.5,2.44,4127,"['Action', 'Horror']",USA
830,Ice Age: Continental Drift,2.5,2.69,116209,"['Comedy', 'Adventure', 'Animation', 'Family']",USA
831,6-Headed Shark Attack,2.5,1.77,1337,"['Science Fiction', 'TV Movie', 'Action', 'Horror']",USA
832,Anacondas: Trail of Blood,2.5,1.42,2846,"['Fantasy', 'Adventure', 'Horror', 'Action']",USA
833,A Good Day to Die Hard,2.0,1.87,54457,"['Thriller', 'Action']",USA
834,The Jurassic Games,2.5,1.87,1914,"['Science Fiction', 'Horror', 'Action']",USA
835,Twins,2.5,2.93,49361,['Comedy'],USA
836,Anaconda 3: Offspring,2.5,1.45,3299,"['Action', 'Adventure', 'Fantasy', 'Horror']",USA
837,Agatha and the Midnight Murders,2.5,2.68,327,"['Mystery', 'TV Movie']",UK
838,Tremors 5: Bloodlines,3.0,2.33,5264,"['Adventure', 'Action', 'Horror', 'Comedy', 'Science Fiction']",USA
839,Tenet,4.5,3.42,725143,"['Science Fiction', 'Action', 'Thriller']",UK
840,The Parent Trap,3.0,3.71,281411,"['Comedy', 'Family']",USA
841,The Guilty,3.0,2.93,212711,"['Drama', 'Thriller']",USA
842,Fight Club,5.0,4.3,1601105,"['Drama', 'Comedy', 'Thriller']",USA
843,Point Break,3.0,3.7,152343,"['Action', 'Crime', 'Thriller']",Japan
844,Jungle Cruise,3.0,2.88,151640,"['Fantasy', 'Adventure', 'Action']",USA
845,Annabelle Comes Home,3.0,2.64,100682,"['Thriller', 'Horror', 'Mystery']",USA
846,Annabelle: Creation,3.0,3.03,123050,"['Thriller', 'Mystery', 'Horror']",USA
847,Grown Ups,3.0,2.88,213576,['Comedy'],USA
848,Friday the 13th Part 2,3.0,3.1,83072,['Horror'],USA
849,Crawl,3.0,2.96,115847,"['Action', 'Thriller', 'Horror']",Canada
850,Due Date,3.0,2.83,100525,"['Comedy', 'Drama']",USA
851,The Ninth Gate,3.0,3.09,51068,"['Mystery', 'Thriller', 'Horror']",Spain
852,The Final Destination,3.0,2.21,79844,"['Mystery', 'Horror']",USA
853,The Man,3.0,2.28,4723,"['Crime', 'Action', 'Comedy']",USA
854,Lake Placid vs. Anaconda,2.0,1.47,2235,"['Horror', 'Action']",USA
855,Piranha 3DD,2.0,1.68,17943,"['Comedy', 'Thriller', 'Horror']",USA
856,Django Unchained,4.5,4.21,1140882,"['Western', 'Drama']",USA
857,Escape Room,2.0,1.58,8854,"['Thriller', 'Horror']",USA
858,Reservoir Dogs,3.5,4.11,686211,"['Crime', 'Thriller']",USA
859,Murder Mystery 2,3.5,2.65,105332,"['Comedy', 'Crime']",USA
860,Skyscraper,3.0,2.38,74859,"['Thriller', 'Action']",USA
861,Being John Malkovich,4.0,3.99,263049,"['Drama', 'Fantasy', 'Comedy']",USA
862,American Beauty,4.0,3.94,532392,['Drama'],USA
863,1408,3.5,3.18,95418,"['Horror', 'Thriller', 'Mystery']",USA
864,Paddington,4.0,3.81,294209,"['Adventure', 'Comedy', 'Family']",France
865,The Super Mario Bros. Movie,4.0,3.5,534170,"['Adventure', 'Comedy', 'Family', 'Animation', 'Fantasy']",Japan
866,The Hateful Eight,3.5,3.87,575617,"['Drama', 'Mystery', 'Western']",USA
867,Good Will Hunting,4.5,4.24,710869,['Drama'],USA
868,Night at the Museum: Secret of the Tomb,3.0,2.75,99608,"['Comedy', 'Fantasy', 'Family', 'Adventure']",UK
869,The Truman Show,4.5,4.2,1239194,"['Comedy', 'Drama']",USA
870,The Shawshank Redemption,5.0,4.49,890870,"['Drama', 'Crime']",USA
871,The Spy Next Door,3.0,2.31,24612,"['Action', 'Comedy', 'Family']",USA
872,Toy Story,4.5,4.13,857232,"['Animation', 'Adventure', 'Comedy', 'Family']",USA
873,Toy Story 2,4.0,3.92,593675,"['Comedy', 'Animation', 'Family']",USA
874,Toy Story 4,3.5,3.5,524083,"['Family', 'Fantasy', 'Comedy', 'Animation', 'Adventure']",USA
875,The SpongeBob Movie: Sponge on the Run,3.0,2.64,44671,"['Family', 'Fantasy', 'Comedy', 'Adventure', 'Animation']",South Korea
876,Planet of the Sharks,1.5,1.39,892,"['Action', 'Horror', 'Science Fiction']",USA
877,Ratatouille,4.0,4.19,1074485,"['Fantasy', 'Family', 'Comedy', 'Animation']",USA
878,Gravity,1.5,3.48,484915,"['Science Fiction', 'Thriller', 'Drama']",UK
879,Empire of the Sharks,1.5,1.66,419,"['Science Fiction', 'Action']",USA
880,Terminator Salvation,2.0,2.52,91563,"['Science Fiction', 'Action', 'Thriller']",Germany
881,Hero and the Terror,2.0,2.48,1371,"['Romance', 'Drama', 'Crime', 'Thriller', 'Action']",USA
882,Brazen,2.0,1.61,7847,"['Drama', 'Thriller', 'Mystery']",USA
883,Ice Sharks,2.0,1.55,808,"['Adventure', 'TV Movie', 'Horror', 'Action', 'Science Fiction']",USA
884,Wings of Desire,3.0,4.22,71941,"['Romance', 'Fantasy', 'Drama']",France
885,Booksmart,2.5,3.82,525871,['Comedy'],USA
886,Thir13en Ghosts,2.5,2.72,46806,"['Thriller', 'Horror']",Canada
887,Fantastic Four,2.5,1.43,127615,"['Science Fiction', 'Adventure', 'Action']",UK
888,World War Z,2.5,3.1,373248,"['Science Fiction', 'Drama', 'Thriller', 'Action', 'Horror']",Malta
889,Captain Marvel,3.0,2.88,768827,"['Science Fiction', 'Action', 'Adventure']",USA
890,Snitch,2.5,2.68,15230,"['Drama', 'Action', 'Thriller']",USA
891,Thor,3.0,2.87,659345,"['Fantasy', 'Action', 'Adventure']",USA
892,Jingle All the Way,3.0,2.83,93508,"['Family', 'Adventure', 'Comedy']",USA
893,Terminator 3: Rise of the Machines,3.5,2.63,110728,"['Action', 'Thriller', 'Science Fiction']",Germany
894,ABCD 2,2.5,2.3,1887,['Music'],India
895,The Fly II,3.0,2.63,11466,"['Thriller', 'Horror', 'Science Fiction']",Canada
896,Cop Out,3.0,2.12,22133,"['Comedy', 'Crime', 'Action']",USA
897,She's the Man,3.0,3.36,159552,"['Romance', 'Drama', 'Comedy']",USA
898,The Mummy: Tomb of the Dragon Emperor,3.0,2.2,65079,"['Fantasy', 'Adventure', 'Action']",Canada
899,ABCD,3.0,2.77,1821,"['Music', 'Drama']",India
900,Tremors 2: Aftershocks,3.5,2.88,15777,"['Horror', 'Thriller', 'Action', 'Comedy', 'Science Fiction']",USA
901,Race 2,3.0,2.39,2639,['Thriller'],India
902,Tremors 4: The Legend Begins,3.0,2.46,6680,"['Action', 'Western', 'Comedy', 'Horror']",USA
903,Race 3,2.5,1.25,1873,"['Action', 'Thriller']",India
904,Fear Street: 1994,3.5,3.18,272976,"['Mystery', 'Horror']",USA
905,The Hurt Locker,3.5,3.68,167419,"['Drama', 'Thriller', 'War']",USA
906,The Stepfather,3.5,2.36,18647,"['Horror', 'Thriller']",USA
907,Kabhi Khushi Kabhie Gham,3.5,3.72,16252,"['Drama', 'Comedy']",India
908,Dumb and Dumber,3.5,3.32,191986,['Comedy'],USA
909,Project A: Part II,4.0,3.47,5207,"['Comedy', 'Action']",Hong Kong
910,The Vanished,3.5,2.37,6669,"['Action', 'Thriller', 'Crime', 'Horror']",USA
911,Rising Sun,3.5,2.75,9338,"['Action', 'Drama', 'Thriller']",USA
912,Dobaaraa,3.5,3.1,1716,"['Thriller', 'Science Fiction', 'Mystery']",India
