,Title,User Rating,Letterboxd Rating,Letterboxd Rating Count,Genres,Country of Origin
306,In the Line of Fire,4.0,3.42,32745,"['Mystery', 'Thriller', 'Crime', 'Drama', 'Action']",USA
307,Kickboxer,3.5,3.1,19039,"['Action', 'Drama', 'Thriller']",USA
308,Midnight Run,4.0,3.77,52239,"['Adventure', 'Crime', 'Comedy', 'Action', 'Thriller']",USA
309,Cobra,3.5,2.97,33125,"['Thriller', 'Action', 'Crime']",USA
310,Child's Play 2,3.5,3.28,67596,"['Horror', 'Thriller']",USA
311,The Heavenly Kid,3.5,2.89,1557,"['Fantasy', 'Romance', 'Comedy']",USA
312,The Running Man,3.5,3.25,53425,"['Science Fiction', 'Action', 'Thriller']",USA
313,The Protector,3.5,2.83,2876,"['Adventure', 'Action', 'Crime', 'Comedy', 'Drama']",Hong Kong
314,Top Gun,3.0,3.36,442657,"['Drama', 'Action', 'Romance']",USA
315,Into the Night,4.0,3.14,7405,"['Thriller', 'Action', 'Comedy', 'Drama', 'Crime', 'Romance']",USA
316,Sudden Impact,4.0,3.2,16095,"['Thriller', 'Action', 'Crime']",USA
317,Five Element Ninjas,4.0,3.81,4356,['Action'],Hong Kong
318,Halloween II,3.5,3.25,110967,['Horror'],USA
319,Trading Places,4.0,3.59,64142,['Comedy'],USA
320,Super Fuzz,3.5,2.98,2304,"['Fantasy', 'Action', 'Science Fiction', 'Comedy']",Spain
321,Fearless Hyena,4.0,3.41,3466,"['Action', 'Comedy']",Hong Kong
322,The Conversation,3.0,4.09,103942,"['Mystery', 'Drama', 'Crime']",USA
323,Iron Man 2,3.0,2.93,642531,"['Adventure', 'Action', 'Science Fiction']",USA
324,Fist of Fury,4.0,3.58,24807,"['Drama', 'Thriller', 'Action']",Hong Kong
325,Iron Man 3,3.0,3.08,658876,"['Action', 'Adventure', 'Science Fiction']",USA
326,Intrusion,3.5,2.25,15131,['Thriller'],USA
327,"The Good, the Bad and the Ugly",4.5,4.4,263060,['Western'],USA
328,Loki,4.5,3.8,314284,['Drama'],USA
329,Office Space,3.5,3.76,153844,['Comedy'],USA
330,Jaws 2,3.5,2.73,42233,"['Thriller', 'Horror']",USA
331,The Way of the Dragon,4.0,3.51,20920,"['Action', 'Crime']",Hong Kong
332,Come and See,5.0,4.57,168427,"['Drama', 'War']",USSR
333,The Batman,4.0,4.04,1514465,"['Mystery', 'Thriller', 'Crime']",USA
334,Ms. Marvel,4.0,3.14,85784,['Comedy'],USA
335,Heat,4.5,4.19,334383,"['Drama', 'Thriller', 'Crime', 'Action']",USA
336,To Kill a Mockingbird,3.5,3.98,126767,"['Crime', 'Drama']",USA
337,It Follows,4.0,3.52,389934,"['Horror', 'Mystery']",USA
338,The Gray Man,3.5,2.81,239263,"['Action', 'Thriller']",USA
339,The Great Dictator,4.0,4.21,89383,"['War', 'Comedy']",USA
340,Up,4.5,4.09,988059,"['Adventure', 'Comedy', 'Animation', 'Family']",USA
341,The Incredibles,4.5,4.06,848079,"['Animation', 'Action', 'Adventure', 'Family']",USA
342,Cars,3.5,3.57,493192,"['Animation', 'Adventure', 'Family', 'Comedy']",USA
343,Kung Fu Panda,4.5,3.75,453997,"['Family', 'Adventure', 'Action', 'Comedy', 'Animation']",USA
344,Madagascar: Escape 2 Africa,3.5,3.04,187187,"['Comedy', 'Adventure', 'Family', 'Animation']",USA
345,Shrek,4.0,4.05,789096,"['Family', 'Comedy', 'Animation', 'Fantasy', 'Adventure']",USA
346,How to Train Your Dragon,4.0,3.96,498787,"['Family', 'Adventure', 'Animation', 'Fantasy']",USA
347,Kung Fu Panda 3,4.0,3.25,162878,"['Family', 'Animation', 'Adventure', 'Action', 'Comedy']",China
348,Madagascar 3: Europe's Most Wanted,3.5,2.91,142128,"['Animation', 'Adventure', 'Family', 'Comedy']",USA
349,Groot's Pursuit,3.5,3.22,15713,"['Science Fiction', 'Family', 'Comedy', 'Animation']",USA
350,Groot Takes a Bath,3.5,3.4,16351,"['Comedy', 'Family', 'Animation', 'Science Fiction']",USA
351,Top Gun: Maverick,4.5,4.06,785750,"['Drama', 'Action']",USA
352,Magnum Opus,3.0,3.53,16241,"['Family', 'Science Fiction', 'Animation', 'Comedy']",USA
353,The Little Guy,3.5,3.45,16462,"['Family', 'Comedy', 'Animation', 'Science Fiction']",USA
354,Groot's First Steps,3.0,3.15,18225,"['Animation', 'Comedy', 'Family', 'Science Fiction']",USA
355,Spider-Man: Into the Spider-Verse,4.5,4.46,1594555,"['Action', 'Adventure', 'Animation', 'Science Fiction']",USA
356,See How They Run,3.5,3.24,170911,"['Mystery', 'Thriller', 'Comedy']",UK
357,Memento,5.0,4.11,652538,"['Thriller', 'Mystery']",USA
358,Geostorm,2.5,2.11,53299,"['Science Fiction', 'Action', 'Thriller']",Canada
359,Runway 34,3.5,2.96,2060,"['Thriller', 'Drama']",India
360,Hitman's Wife's Bodyguard,3.5,2.66,57602,"['Crime', 'Comedy', 'Action', 'Thriller']",Bulgaria
361,Happy Death Day,3.5,3.09,253408,"['Comedy', 'Mystery', 'Horror']",USA
362,The Hitman's Bodyguard,3.5,3.07,113330,"['Action', 'Comedy']",Bulgaria
363,The Nice Guys,4.5,3.8,475259,"['Action', 'Crime', 'Comedy']",USA
364,Baaghi,3.0,2.34,2371,"['Action', 'Romance', 'Thriller']",India
365,Smile,4.0,2.99,358731,"['Mystery', 'Thriller', 'Horror']",USA
366,Baaghi 2,3.0,2.04,1486,"['Action', 'Crime', 'Drama']",India
367,BlacKkKlansman,4.0,3.94,581194,"['Comedy', 'History', 'Crime', 'Drama']",USA
368,Dabangg,3.0,2.58,3799,"['Action', 'Comedy', 'Crime']",India
369,Talaash,3.5,3.45,6454,"['Thriller', 'Drama', 'Crime']",India
370,Baaghi 3,3.0,1.57,1261,"['Thriller', 'Action', 'Adventure']",India
371,Sultan,3.0,3.04,5306,"['Action', 'Drama']",India
372,Bhool Bhulaiyaa,3.5,3.49,4729,"['Horror', 'Comedy', 'Thriller']",India
373,Murder by Death,4.0,3.36,17655,"['Thriller', 'Comedy', 'Crime', 'Mystery']",USA
374,HIT: The First Case,3.5,2.77,1144,"['Crime', 'Thriller', 'Mystery']",India
375,Werewolf by Night,4.0,3.59,146222,"['Action', 'Horror', 'Fantasy']",USA
376,Sooryavanshi,3.0,2.2,3363,"['Thriller', 'Action', 'Crime']",India
377,Black Panther,4.5,3.75,1258848,"['Action', 'Adventure', 'Science Fiction']",USA
378,Guardians of the Galaxy,4.5,3.82,1218620,"['Adventure', 'Action', 'Science Fiction']",USA
379,Spider-Man: Far from Home,4.5,3.47,971576,"['Adventure', 'Science Fiction', 'Action']",USA
380,Dabangg 2,3.0,1.99,2315,"['Comedy', 'Crime', 'Action']",India
381,The Prestige,5.0,4.15,596185,"['Drama', 'Mystery', 'Science Fiction']",UK
382,Dabangg 3,3.0,1.5,1377,"['Action', 'Comedy', 'Crime']",India
383,Ant-Man,4.5,3.32,741814,"['Adventure', 'Science Fiction', 'Action']",USA
384,Snowden,4.5,3.2,75272,"['Thriller', 'History', 'Drama', 'Crime']",Germany
385,Rise of the Planet of the Apes,4.0,3.57,289229,"['Drama', 'Science Fiction', 'Action', 'Thriller']",USA
386,American Psycho,5.0,3.93,1191729,"['Drama', 'Thriller', 'Crime']",Canada
387,Star Wars: The Rise of Skywalker,3.5,2.49,660101,"['Science Fiction', 'Adventure', 'Action']",USA
388,Thor: Ragnarok,4.5,3.84,1060182,"['Adventure', 'Action', 'Science Fiction', 'Fantasy', 'Comedy']",USA
389,A Nightmare on Elm Street,5.0,3.77,307326,['Horror'],USA
390,Shanghai Noon,4.5,2.97,46722,"['Western', 'Comedy', 'Adventure', 'Action']",Hong Kong
391,Black Panther: Wakanda Forever,4.5,3.56,565121,"['Adventure', 'Action', 'Science Fiction']",USA
392,Avengers: Age of Ultron,4.0,3.15,804112,"['Science Fiction', 'Action', 'Adventure']",USA
393,"Monsters, Inc.",4.0,4.07,793133,"['Comedy', 'Animation', 'Family']",USA
394,Deadpool,4.5,3.71,1041155,"['Comedy', 'Adventure', 'Action']",USA
395,Finding Nemo,4.0,4.04,828064,"['Family', 'Animation']",USA
396,Harry Potter and the Deathly Hallows: Part 2,4.5,3.95,694343,"['Adventure', 'Fantasy']",UK
397,High School Musical,3.5,3.18,235946,"['Romance', 'Family', 'TV Movie', 'Drama', 'Music', 'Comedy']",USA
398,High School Musical 2,3.5,3.22,176151,"['Romance', 'Comedy', 'Music', 'Drama', 'Family', 'TV Movie']",USA
399,WALL-E,4.0,4.16,919367,"['Family', 'Animation', 'Science Fiction']",USA
400,Incredibles 2,4.5,3.48,638288,"['Animation', 'Family', 'Action', 'Adventure']",USA
401,High School Musical 3: Senior Year,3.0,3.14,133766,"['Comedy', 'Drama', 'Romance', 'Family', 'Music']",USA
402,The Lorax,4.0,3.06,171535,"['Animation', 'Family']",USA
403,Zathura: A Space Adventure,3.5,3.08,118511,"['Family', 'Science Fiction', 'Adventure']",USA
404,John Wick: Chapter 2,4.0,3.71,501594,"['Thriller', 'Action', 'Crime']",USA
405,John Wick: Chapter 3 - Parabellum,3.5,3.7,457965,"['Thriller', 'Action', 'Crime']",USA
406,Toy Story 3,4.0,3.97,649619,"['Family', 'Comedy', 'Animation']",USA
407,The Lion King,4.5,4.19,739161,"['Drama', 'Family', 'Animation']",USA
408,John Wick,4.0,3.83,751887,"['Thriller', 'Action']",USA
409,The Cloverfield Paradox,3.0,2.28,101392,"['Action', 'Science Fiction', 'Thriller', 'Horror']",USA
410,Despicable Me 2,4.0,3.06,253757,"['Family', 'Animation', 'Comedy']",USA
411,Minions,4.0,2.72,218961,"['Animation', 'Adventure', 'Comedy', 'Family']",USA
412,Cloudy with a Chance of Meatballs,4.0,3.32,261729,"['Comedy', 'Family', 'Animation']",USA
413,Despicable Me,4.5,3.47,395243,"['Animation', 'Family', 'Comedy', 'Crime']",USA
414,The SpongeBob Movie: Sponge Out of Water,3.0,2.66,68672,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",Australia
415,The SpongeBob SquarePants Movie,4.5,3.83,209056,"['Family', 'Adventure', 'Comedy', 'Animation', 'Fantasy']",South Korea
416,The Gift,3.5,3.33,117822,"['Mystery', 'Thriller', 'Drama']",Australia
417,Holes,4.0,3.51,136152,"['Drama', 'Comedy', 'Adventure', 'Family']",USA
418,ParaNorman,4.0,3.61,121431,"['Animation', 'Family', 'Adventure', 'Comedy']",USA
419,Scooby-Doo and the Alien Invaders,4.0,3.33,16495,"['Comedy', 'Family', 'Mystery', 'Animation', 'Science Fiction']",Japan
420,Scooby-Doo! Camp Scare,4.5,3.56,8720,"['Animation', 'Mystery', 'Family', 'Comedy']",USA
421,Scooby-Doo! and the Witch's Ghost,4.0,3.67,20540,"['Fantasy', 'Animation', 'Mystery', 'Comedy', 'Family']",Japan
422,Scooby-Doo! in Where's My Mummy?,4.5,3.23,9572,"['Animation', 'Family', 'Adventure', 'Comedy', 'Mystery', 'Fantasy']",USA
423,Scooby-Doo! and the Cyber Chase,4.0,3.49,25251,"['Animation', 'Adventure', 'Comedy']",USA
424,Scooby-Doo on Zombie Island,4.0,3.81,43926,"['Family', 'Mystery', 'Animation', 'Horror']",USA
425,Aloha Scooby-Doo!,4.0,3.12,9807,"['Comedy', 'Family', 'Adventure', 'Animation', 'Mystery']",USA
426,Bolt,3.5,3.04,215619,"['Comedy', 'Animation', 'Family', 'Adventure']",USA
427,Scooby-Doo! and the Loch Ness Monster,4.0,3.17,11438,"['Animation', 'Fantasy', 'Adventure', 'Mystery', 'Family', 'Comedy']",USA
428,Scooby-Doo! Meets the Boo Brothers,4.0,3.06,6626,"['Family', 'Animation', 'Adventure', 'Mystery', 'TV Movie', 'Comedy']",USA
429,Scooby-Doo! and the Reluctant Werewolf,3.5,2.95,7466,"['Family', 'Comedy', 'TV Movie', 'Animation', 'Mystery']",USA
430,Scooby-Doo! & Batman: The Brave and the Bold,3.5,3.25,5346,"['Animation', 'Action', 'Family', 'Comedy']",USA
431,Scooby-Doo! Curse of the Lake Monster,3.0,1.91,8957,"['Comedy', 'Mystery', 'Fantasy', 'Adventure']",USA
432,Scooby-Doo! and the Monster of Mexico,4.0,2.98,8953,"['Animation', 'Mystery', 'Comedy', 'Family']",USA
433,Scooby-Doo! and KISS: Rock and Roll Mystery,4.0,3.23,5306,"['Animation', 'Comedy', 'Family', 'Mystery']",USA
434,Scooby-Doo! and the Goblin King,4.0,3.07,6070,"['Comedy', 'Music', 'Adventure', 'Family', 'Animation', 'Fantasy']",USA
435,Scooby-Doo! Return to Zombie Island,4.0,2.42,4055,"['Family', 'Animation', 'Comedy', 'Horror', 'Mystery', 'Fantasy', 'Adventure']",USA
436,"Chill Out, Scooby-Doo!",4.0,2.99,5704,"['Animation', 'Comedy', 'Mystery', 'Family', 'Adventure']",USA
437,Scooby-Doo! Pirates Ahoy!,4.0,3.16,6956,"['Comedy', 'Animation', 'Adventure', 'Fantasy', 'Mystery', 'Family']",USA
438,Scooby-Doo! WrestleMania Mystery,4.0,2.7,5711,"['Comedy', 'Animation', 'Mystery', 'Family']",USA
439,Scooby-Doo! and the Samurai Sword,4.5,2.98,5013,"['Comedy', 'Action', 'Animation', 'Family', 'Mystery', 'Fantasy']",USA
440,Scooby-Doo! Music of the Vampire,4.0,3.1,3271,"['Mystery', 'Family', 'Fantasy', 'Music', 'Comedy', 'Animation', 'Adventure']",USA
441,Scooby-Doo! Frankencreepy,4.5,3.2,3138,"['Comedy', 'Fantasy', 'Animation', 'Family', 'Science Fiction', 'Adventure', 'Mystery']",USA
442,Scooby-Doo! Abracadabra-Doo,4.0,3.21,4383,"['Comedy', 'Family', 'Mystery', 'Animation', 'Fantasy']",USA
443,"Happy Halloween, Scooby-Doo!",4.0,3.14,3336,"['Animation', 'Family', 'Mystery', 'Comedy']",USA
444,Scooby-Doo! and the Curse of the 13th Ghost,4.0,3.06,2708,"['Animation', 'Adventure', 'Family', 'Comedy', 'Mystery']",USA
445,Scooby-Doo! and the Gourmet Ghost,4.0,2.95,2226,"['Adventure', 'Animation', 'Family', 'Comedy']",USA
446,Scooby-Doo! Mask of the Blue Falcon,4.0,3.03,2483,"['Mystery', 'Family', 'Comedy', 'Fantasy', 'Animation', 'Adventure']",USA
447,Scooby-Doo! Stage Fright,4.5,3.29,2922,"['Adventure', 'Family', 'Comedy', 'Animation', 'Mystery']",USA
448,Big Top Scooby-Doo!,4.0,3.04,2143,"['Comedy', 'Mystery', 'Animation', 'Family']",USA
449,Scooby-Doo! The Sword and the Scoob,4.0,2.94,2346,"['Comedy', 'Animation', 'Mystery', 'Fantasy', 'Family', 'Adventure']",USA
450,Scooby-Doo! and WWE: Curse of the Speed Demon,4.0,2.64,2312,"['Family', 'Mystery', 'Animation', 'Comedy']",USA
451,Scooby-Doo! Moon Monster Madness,4.0,3.09,2363,"['Family', 'Science Fiction', 'Mystery', 'Comedy', 'Adventure', 'Animation']",USA
452,Tom and Jerry: The Fast and the Furry,4.0,3.17,4482,"['Action', 'Comedy', 'Family', 'Animation', 'Adventure']",USA
453,Scooby-Doo! Shaggy's Showdown,4.0,3.07,1965,"['Western', 'Mystery', 'Animation', 'Comedy', 'Family']",USA
454,Diary of a Wimpy Kid,3.0,3.08,118615,"['Family', 'Comedy']",UK
455,Diary of a Wimpy Kid: Rodrick Rules,3.5,3.57,92909,"['Comedy', 'Family']",USA
456,Tom and Jerry: The Magic Ring,4.0,2.91,4190,"['Action', 'Fantasy', 'Animation', 'Comedy', 'Family']",USA
457,3 Idiots,4.5,3.98,70560,"['Drama', 'Comedy']",India
458,The Grand Budapest Hotel,4.5,4.23,1187150,"['Comedy', 'Drama']",Germany
459,War of the Worlds,3.0,3.22,177772,"['Thriller', 'Adventure', 'Science Fiction']",USA
460,Blonde,1.0,2.09,163564,['Drama'],USA
461,Parasite,5.0,4.57,1943837,"['Comedy', 'Drama', 'Thriller']",South Korea
462,Dolphin Tale,3.5,2.81,13809,"['Drama', 'Family']",USA
463,Pulp Fiction,4.5,4.28,1466794,"['Crime', 'Thriller']",USA
464,War,4.0,2.86,6284,"['Thriller', 'Adventure', 'Action']",India
465,The Secret Life of Walter Mitty,3.0,3.67,260853,"['Drama', 'Comedy', 'Fantasy', 'Adventure']",USA
466,Now You See Me,4.5,3.3,411415,"['Crime', 'Thriller']",USA
467,Space Jam,3.0,3.2,237104,"['Family', 'Comedy', 'Animation', 'Science Fiction']",USA
468,The Babysitter,1.0,2.82,169239,"['Comedy', 'Horror']",USA
469,Spiderhead,1.0,2.6,104606,"['Science Fiction', 'Thriller']",USA
470,The Polar Express,3.0,3.18,287721,"['Animation', 'Adventure', 'Fantasy', 'Family', 'Comedy']",USA
471,I Now Pronounce You Chuck & Larry,3.0,2.34,52513,"['Romance', 'Comedy']",USA
472,Bloodsport,3.5,3.32,39947,"['Action', 'Drama']",USA
473,Hard Target,3.5,3.27,24067,"['Crime', 'Thriller', 'Adventure', 'Action']",USA
474,Central Intelligence,3.0,2.72,121660,"['Comedy', 'Action', 'Crime', 'Mystery']",USA
475,Kung Fu Panda 2,5.0,3.57,238502,"['Animation', 'Family']",USA
476,Mamma Mia!,3.5,3.78,461533,"['Romance', 'Comedy']",Germany
477,Batman Begins,4.0,3.78,753780,"['Drama', 'Crime', 'Action']",UK
478,The Menu,4.0,3.65,1083006,"['Thriller', 'Horror', 'Comedy']",USA
479,The Good Nurse,3.5,3.28,96046,"['Drama', 'Mystery', 'Crime']",USA
480,Fearless Hyena 2,3.5,2.45,683,['Action'],Hong Kong
481,Day Shift,3.5,2.76,65770,"['Horror', 'Action', 'Fantasy', 'Comedy']",USA
482,Gone Girl,4.0,4.08,1157156,"['Drama', 'Thriller', 'Mystery']",USA
483,Old,3.5,2.52,289846,"['Horror', 'Thriller', 'Mystery']",Japan
484,Blade Runner,1.0,4.08,648858,"['Drama', 'Science Fiction', 'Thriller']",USA
485,The Village,3.5,3.22,144297,"['Thriller', 'Mystery', 'Drama']",USA
486,The Visit,3.5,3.1,161716,"['Mystery', 'Horror', 'Thriller']",USA
487,"Monica, O My Darling",3.5,3.59,7736,"['Mystery', 'Drama', 'Comedy', 'Crime']",India
488,Squid Game,3.5,3.8,479263,"['Drama', 'Mystery']",South Korea
489,Zombieland,3.5,3.55,508492,"['Comedy', 'Horror']",USA
490,Andhadhun,4.0,3.89,20856,"['Comedy', 'Thriller', 'Crime']",India
491,Scream 3,3.5,2.93,218626,"['Mystery', 'Horror']",USA
492,Spy,3.5,3.18,126321,"['Action', 'Crime', 'Comedy']",USA
493,Blade II,3.5,3.23,92240,"['Fantasy', 'Thriller', 'Action', 'Horror']",USA
494,Jurassic Park III,3.5,2.73,184267,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",USA
495,The Replacements,3.0,3.07,18558,['Comedy'],USA
496,Die Hard 2,4.0,3.27,113477,"['Action', 'Thriller']",USA
497,The Client,3.5,3.15,18780,"['Crime', 'Thriller', 'Mystery', 'Drama']",USA
498,Death at a Funeral,3.5,2.63,19991,['Comedy'],USA
499,I Still Know What You Did Last Summer,3.5,2.4,39439,"['Horror', 'Mystery', 'Thriller']",USA
500,The Social Network,3.5,3.94,1073542,['Drama'],USA
501,The Exorcism of Emily Rose,3.5,3.08,56238,"['Crime', 'Thriller', 'Horror', 'Drama']",USA
502,Dante's Peak,3.5,2.79,30682,"['Adventure', 'Action', 'Thriller', 'Drama']",USA
503,Tremors 3: Back to Perfection,3.5,2.47,8943,"['Science Fiction', 'Comedy', 'Thriller', 'Action', 'Horror']",USA
504,The Great Gatsby,3.0,3.38,550803,"['Drama', 'Romance']",USA
505,Cliffhanger,3.5,3.14,36380,"['Thriller', 'Action', 'Adventure']",France
506,Predator 2,3.0,2.89,75263,"['Action', 'Science Fiction', 'Thriller']",USA
507,The Girl on the Train,3.0,1.94,1761,"['Drama', 'Thriller']",India
508,The Exorcist,3.0,3.98,367106,['Horror'],USA
509,Me Time,3.0,2.16,27485,['Comedy'],USA
510,Blade: Trinity,3.0,2.32,60014,"['Action', 'Horror', 'Fantasy']",USA
511,Paul Blart: Mall Cop,3.0,2.33,100160,"['Comedy', 'Family', 'Adventure', 'Action']",USA
512,Changing Lanes,3.0,2.91,13742,['Thriller'],USA
513,Shooter,3.0,3.13,59183,"['Drama', 'Thriller', 'Mystery', 'Action', 'Crime']",USA
514,The Rundown,3.0,2.97,30296,"['Adventure', 'Action', 'Thriller', 'Comedy']",USA
515,Mission: Impossible II,3.5,2.66,163668,"['Thriller', 'Action', 'Adventure']",USA
516,Blood Red Sky,3.5,2.69,37453,"['Horror', 'Action', 'Thriller']",Germany
517,Mission: Impossible - Fallout,4.0,3.88,316628,"['Action', 'Adventure']",USA
518,Bhool Bhulaiyaa 2,3.5,2.34,4639,"['Horror', 'Comedy']",India
519,In the Shadow of the Moon,3.5,2.76,24626,"['Science Fiction', 'Thriller']",USA
520,Cuttputlli,3.5,2.09,838,"['Crime', 'Mystery', 'Thriller']",India
521,Murder on the Orient Express,3.5,3.06,258283,"['Crime', 'Drama', 'Mystery']",UK
522,Silence... Can You Hear It?,3.5,2.91,299,"['Thriller', 'Drama']",India
523,Andaz Apna Apna,4.0,3.63,3662,"['Family', 'Romance', 'Comedy']",India
524,Om Shanti Om,4.0,3.8,19123,"['Thriller', 'Drama', 'Comedy']",India
525,Bajrangi Bhaijaan,3.0,3.69,10767,"['Comedy', 'Drama', 'Action']",India
526,Roohi,3.5,2.06,1301,"['Horror', 'Comedy']",India
527,Ek Tha Tiger,3.0,2.67,4726,"['Action', 'Thriller', 'Romance']",India
528,Tiger Zinda Hai,3.0,2.68,3855,"['Action', 'Thriller']",India
529,Karan Arjun,3.0,2.95,1966,"['Action', 'Thriller']",India
530,Bodyguard,2.5,2.39,4437,"['Drama', 'Action', 'Romance']",India
531,Kuch Kuch Hota Hai,3.5,3.6,12970,"['Drama', 'Romance']",India
532,Don,3.5,3.21,6429,"['Action', 'Thriller', 'Drama']",India
533,My Name Is Khan,4.0,3.66,17408,"['Romance', 'Drama']",United Arab Emirates
534,Main Hoon Na,3.5,3.46,8484,['Drama'],India
535,Don 2,3.5,3.08,5128,"['Action', 'Thriller']",India
536,Wanted,3.0,2.54,2179,"['Action', 'Thriller', 'Comedy', 'Crime']",India
537,Chennai Express,3.0,2.82,11142,"['Romance', 'Action', 'Comedy']",India
538,Ra.One,3.0,2.42,7818,"['Action', 'Science Fiction', 'Adventure']",India
539,Happy New Year,3.0,2.47,8451,"['Action', 'Crime', 'Comedy']",India
540,Student of the Year,3.0,2.48,6398,"['Music', 'Drama', 'Comedy']",India
541,Golmaal Again,3.0,1.97,2101,"['Action', 'Fantasy', 'Horror', 'Comedy']",India
542,Singham,3.5,2.89,4399,"['Drama', 'Crime', 'Action']",India
543,47 Meters Down,3.0,2.52,52591,"['Horror', 'Adventure', 'Thriller']",Dominican Republic
544,Back to the Future Part III,4.0,3.51,311354,"['Science Fiction', 'Adventure', 'Comedy']",USA
545,OMG: Oh My God!,3.5,3.38,4448,"['Drama', 'Comedy', 'Fantasy']",India
546,How It Ends,2.0,2.1,19374,"['Science Fiction', 'Thriller', 'Action', 'Mystery', 'Adventure']",Canada
547,A Quiet Place,1.0,3.71,890640,"['Drama', 'Science Fiction', 'Horror']",USA
548,Death Wish,2.0,2.57,28013,"['Action', 'Drama', 'Crime', 'Thriller']",USA
549,Sharknado 4: The 4th Awakens,2.5,1.8,8189,"['Comedy', 'Science Fiction']",USA
550,The Perfect Storm,3.5,3.02,38884,"['Thriller', 'Drama', 'Adventure', 'Action']",USA
551,Sharknado 3: Oh Hell No!,2.5,1.91,11805,"['Comedy', 'Action', 'Adventure', 'TV Movie', 'Science Fiction']",USA
552,Mega Shark vs. Giant Octopus,2.5,1.44,3727,"['Science Fiction', 'Horror']",USA
553,The Last Sharknado: It's About Time,2.5,1.88,5236,"['Comedy', 'Adventure', 'Action', 'Science Fiction', 'TV Movie']",USA
554,Sharknado 5: Global Swarming,2.5,1.83,6801,"['Comedy', 'Adventure', 'Science Fiction', 'Action', 'TV Movie']",USA
555,2-Headed Shark Attack,2.5,1.47,2743,"['Horror', 'Action', 'Science Fiction', 'Thriller']",USA
556,Lake Placid 3,2.5,1.68,1907,"['Thriller', 'Science Fiction', 'Horror', 'Action']",USA
557,Mega Shark vs. Crocosaurus,2.5,1.42,2286,"['Action', 'Horror', 'Science Fiction']",USA
558,3-Headed Shark Attack,2.5,1.5,1822,"['Action', 'Horror', 'Science Fiction']",USA
559,5 Headed Shark Attack,2.5,1.57,1440,"['Science Fiction', 'Horror']",USA
560,Mega Piranha,2.5,1.48,1542,"['Science Fiction', 'Horror', 'Action', 'Adventure']",USA
561,Heropanti 2,2.5,1.36,736,"['Action', 'Romance', 'Drama']",India
562,Airplane vs Volcano,2.5,1.49,878,['Action'],USA
563,Radhe,2.5,1.18,1413,"['Drama', 'Action', 'Thriller', 'Crime']",India
564,100 Million BC,2.5,1.41,631,"['Adventure', 'Action', 'Science Fiction']",USA
565,Mega Shark vs. Mecha Shark,2.5,1.53,1415,"['Science Fiction', 'Action', 'Thriller']",USA
566,Bermuda Tentacles,2.5,1.68,467,['Science Fiction'],USA
567,Geo-Disaster,2.5,1.92,248,"['Science Fiction', 'TV Movie', 'Action']",USA
568,Triassic World,2.5,1.87,295,"['Science Fiction', 'Horror', 'Action']",USA
569,500 MPH Storm,2.5,1.54,327,"['Adventure', 'Science Fiction', 'Drama', 'Thriller', 'Action', 'TV Movie']",USA
570,Die Hard,4.5,4.05,452539,"['Action', 'Thriller']",USA
571,Piranha 3D,2.5,2.41,50494,"['Comedy', 'Horror']",USA
572,Spy Kids 2: The Island of Lost Dreams,3.0,2.72,84182,"['Comedy', 'Family', 'Action', 'Adventure', 'Science Fiction']",USA
573,Spy Kids,3.0,2.9,155613,"['Action', 'Family', 'Adventure', 'Comedy']",USA
574,Inside Out,4.5,3.85,1013403,"['Adventure', 'Comedy', 'Family', 'Drama', 'Animation']",USA
575,Spy Kids: All the Time in the World,3.0,1.62,33393,"['Comedy', 'Action', 'Family']",USA
576,Airline Disaster,2.5,2.28,120,"['Adventure', 'Thriller', 'Action']",USA
577,Spy Kids 3-D: Game Over,3.0,2.38,88957,"['Action', 'Adventure', 'Science Fiction', 'Comedy', 'Family']",USA
578,16 Wishes,3.0,2.72,34662,"['Drama', 'Family', 'Fantasy']",USA
579,The Game Plan,3.0,2.86,56621,"['Family', 'Comedy']",USA
580,Blast from the Past,3.0,3.22,27121,"['Drama', 'Comedy', 'Romance']",USA
581,Dirty Dancing,2.0,3.66,237888,"['Music', 'Romance', 'Drama']",USA
582,Home Alone: The Holiday Heist,2.5,1.32,9238,"['TV Movie', 'Comedy', 'Family']",Canada
583,Teen Beach Movie,3.0,3.37,58024,"['Music', 'Family', 'Comedy', 'TV Movie']",USA
584,Ice Age,4.0,3.47,365245,"['Animation', 'Comedy', 'Adventure', 'Family']",USA
585,Child's Play 3,2.5,2.61,50874,"['Horror', 'Thriller']",USA
586,Camp Rock 2: The Final Jam,2.5,2.63,49747,"['TV Movie', 'Music', 'Comedy']",USA
587,Ice Age: Dawn of the Dinosaurs,3.5,3.07,152379,"['Comedy', 'Adventure', 'Animation', 'Family']",USA
588,Romeo and Juliet,2.5,3.44,24551,"['Drama', 'Romance']",Italy
589,Home Alone 4,2.5,1.29,24645,"['TV Movie', 'Family', 'Comedy']",USA
590,Ice Age: The Meltdown,3.5,3.03,187272,"['Animation', 'Adventure', 'Comedy', 'Family']",USA
591,Prisoners,4.5,4.24,680847,"['Drama', 'Crime', 'Thriller']",USA
592,Beauty and the Beast,3.0,3.88,323256,"['Animation', 'Family', 'Fantasy', 'Romance']",USA
